birdID,visitID,timeEnc,observerCapture,typeCapture,bandNumber,colorComboL,colorComboR,age,sex,dispositionCode
1751-51985,HAMIMARMD1_2001-04-26,NA,NA,B,1751-51985,XO,O,AHY,M,1
2250-24011,HAMIMARMD1_2001-04-26,NA,NA,B,2250-24011,RX,O,AHY,F,1
1751-51986,HAMIMARMD1_2001-04-26,NA,NA,B,1751-51986,BX,Y,AHY,F,1
2250-24012,HAMIMARMD1_2001-04-26,NA,NA,B,2250-24012,RX,G,AHY,F,1
1141-05782,VERSBETMD1_2001-04-26,NA,NA,B,1141-05782,XG,M,ASY,M,1
1141-05783,MASORICMD1_2001-04-27,NA,NA,B,1141-05783,R,XB,AHY,M,1
1141-05785,MASORICMD1_2001-04-27,NA,NA,B,1141-05785,X,WR,ASY,M,1
820-94599,MASORICMD1_2001-04-27,NA,NA,B,820-94599,OX,Y,AHY,M,1
1141-05784,MASORICMD1_2001-04-27,NA,NA,B,1141-05784,WX,Y,AHY,F,1
820-94600,MASORICMD1_2001-04-27,NA,NA,B,820-94600,XM,K,AHY,F,1
791-17026,MASORICMD1_2001-04-27,NA,NA,B,791-17026,X,OY,AHY,M,1
1152-87546,SWANELIMD1_2001-04-27,NA,NA,B,1152-87546,Y,WX,AHY,M,1
791-51984,SWANELIMD1_2001-04-27,NA,NA,B,791-51984,B,YX,SY,M,1
1141-05558,SWANELIMD1_2001-04-27,NA,NA,B,1141-05558,WX,W,AHY,M,1
1152-87544,SWANELIMD1_2001-04-27,NA,NA,B,1152-87544,GX,G,AHY,M,1
2250-24013,SWANELIMD1_2001-04-27,NA,NA,B,2250-24013,WX,G,AHY,M,1
1152-87545,SWANELIMD1_2001-04-27,NA,NA,B,1152-87545,O,BX,AHY,F,1
2250-24014,DORNROBMD1_2001-04-30,NA,NA,B,2250-24014,OY,X,AHY,U,1
2250-24205,FAGABERMD1_2001-04-30,NA,NA,B,2250-24205,M,XO,SY,M,1
2250-24204,FAGABERMD1_2001-04-30,NA,NA,B,2250-24204,X,WW,AHY,F,1
2250-24206,FAGABERMD1_2001-04-30,NA,NA,B,2250-24206,RB,X,AHY,F,1
2250-24202,FAGABERMD1_2001-04-30,NA,NA,B,2250-24202,X,RB,AHY,M,1
791-17027,FAGABERMD1_2001-04-30,NA,NA,B,791-17027,YK,X,ASY,M,1
2250-24208,BALAELEMD1_2001-05-01,NA,NA,B,2250-24208,K,YX,ASY,M,1
2250-24209,BALAELEMD1_2001-05-01,NA,NA,B,2250-24209,O,XW,AHY,M,1
1141-05787,BALAELEMD1_2001-05-01,NA,NA,B,1141-05787,XB,R,ASY,M,1
791-17028,BALAELEMD1_2001-05-01,NA,NA,B,791-17028,O,XK,AHY,F,1
2250-24211,BALAELEMD1_2001-05-01,NA,NA,B,2250-24211,GX,G,AHY,F,1
2250-24207,BALAELEMD1_2001-05-01,NA,NA,B,2250-24207,X,BG,SY,M,1
2250-24210,BALAELEMD1_2001-05-01,NA,NA,B,2250-24210,R,XO,AHY,U,1
1751-51983,COULMARMD1_2001-05-01,NA,NA,B,1751-51983,MM,X,AHY,M,1
2250-24015,COULMARMD1_2001-05-01,NA,NA,B,2250-24015,W,XW,AHY,M,1
1141-05560,COULMARMD1_2001-05-01,NA,NA,B,1141-05560,XO,W,AHY,M,1
1141-05559,COULMARMD1_2001-05-01,NA,NA,B,1141-05559,YG,X,AHY,F,1
2250-24016,COULMARMD1_2001-05-01,NA,NA,B,2250-24016,G,XY,AHY,F,1
1141-05561,COULMARMD1_2001-05-01,NA,NA,B,1141-05561,M,XY,AHY,F,1
1751-51982,COULMARMD1_2001-05-01,NA,NA,B,1751-51982,R,XR,AHY,M,1
2250-24017,GARDVALMD1_2001-05-01,NA,NA,B,2250-24017,XY,B,AHY,M,1
2250-24018,GARDVALMD1_2001-05-01,NA,NA,B,2250-24018,M,OX,AHY,M,1
1751-51978,CAINBRIMD1_2001-05-02,NA,NA,B,1751-51978,YG,X,AHY,M,1
1751-51977,CAINBRIMD1_2001-05-02,NA,NA,B,1751-51977,XO,Y,AHY,M,1
2250-24212,HADDMARMD1_2001-05-02,NA,NA,B,2250-24212,YW,X,SY,M,1
2250-24215,HADDMARMD1_2001-05-02,NA,NA,B,2250-24215,KO,X,AHY,M,1
2250-24214,HADDMARMD1_2001-05-02,NA,NA,B,2250-24214,X,RM,AHY,F,1
2250-24213,HADDMARMD1_2001-05-02,NA,NA,B,2250-24213,XG,B,AHY,U,1
1751-51981,KINDFARMD1_2001-05-02,NA,NA,B,1751-51981,BK,X,AHY,M,1
2250-24019,KINDFARMD1_2001-05-02,NA,NA,B,2250-24019,X,RM,AHY,M,1
1751-51980,KINDFARMD1_2001-05-02,NA,NA,B,1751-51980,GX,W,AHY,M,1
1751-51979,ONTAHOUDC1_2001-05-02,NA,NA,B,1751-51979,M,MX,AHY,F,1
2250-24021,MOSMCARMD1_2001-05-03,NA,NA,B,2250-24021,KO,X,AHY,M,1
1152.-87541,MOSMCARMD1_2001-05-03,NA,NA,B,1152.-87541,Y,X,AHY,M,1
1751-51974,MOSMCARMD1_2001-05-03,NA,NA,B,1751-51974,GX,G,AHY,F,1
1751-51976,MOSMCARMD1_2001-05-03,NA,NA,B,1751-51976,Y,KX,AHY,F,1
2250-24020,MOSMCARMD1_2001-05-03,NA,NA,B,2250-24020,RX,M,AHY,M,1
1751-51973,KINDFARMD1_2001-05-04,NA,NA,B,1751-51973,MX,B,AHY,M,1
1751-51972,KINDFARMD1_2001-05-04,NA,NA,B,1751-51972,-,OX,AHY,M,1
1141-05562,KINDFARMD1_2001-05-04,NA,NA,B,1141-05562,BW,X,AHY,M,1
2250-24022,BLANBETMD1_2001-05-05,NA,NA,B,2250-24022,Y,OX,AHY,U,1
1751-51971,REIRJEAMD1_2001-05-05,NA,NA,B,1751-51971,BM,X,AHY,F,1
1152-87541,REIRJEAMD1_2001-05-05,NA,NA,B,1152-87541,-,X,AHY,F,1
2250-24023,HADDMARMD1_2001-05-07,NA,NA,B,2250-24023,G,XR,AHY,M,1
1751-51969,MOLIKARMD1_2001-05-07,NA,NA,B,1751-51969,XO,G,AHY,M,1
1751-51970,MOLIKARMD1_2001-05-07,NA,NA,B,1751-51970,X,BY,AHY,M,1
791-17029,SULLPAUVA1_2001-05-07,NA,NA,B,791-17029,XO,W,ASY,M,1
1141-05789,SULLPAUVA1_2001-05-07,NA,NA,B,1141-05789,YK,X,SY,M,1
2250-24216,SULLPAUVA1_2001-05-07,NA,NA,B,2250-24216,XM,O,AHY,F,1
2250-24217,SULLPAUVA1_2001-05-07,NA,NA,B,2250-24217,KW,X,AHY,F,1
2250-24218,SULLPAUVA1_2001-05-07,NA,NA,B,2250-24218,KY,X,U,M,1
1141-05788,SULLPAUVA1_2001-05-07,NA,NA,B,1141-05788,XG,B,U,M,1
791-17031,SULLPAUVA1_2001-05-07,NA,NA,B,791-17031,W,XB,AHY,M,1
791-17030,SULLPAUVA1_2001-05-07,NA,NA,B,791-17030,R,XY,ASY,M,1
1152-87540,GEHRDALMD1_2001-05-08,NA,NA,B,1152-87540,XM,G,AHY,M,1
1152-87539,GEHRDALMD1_2001-05-08,NA,NA,B,1152-87539,XK,B,AHY,F,1
1141-05563,GEHRDALMD1_2001-05-08,NA,NA,B,1141-05563,XO,K,AHY,F,1
1751-51967,GEHRDALMD1_2001-05-08,NA,NA,B,1751-51967,Y,XM,AHY,U,1
1751-51968,GEHRDALMD1_2001-05-08,NA,NA,B,1751-51968,KX,R,AHY,M,1
1751-51966,GEHRDALMD1_2001-05-08,NA,NA,B,1751-51966,G,MX,AHY,F,1
1751-51965,PATSNADMD1_2001-05-08,NA,NA,B,1751-51965,GX,R,AHY,M,1
791-17032,ROHRSALMD1_2001-05-08,NA,NA,B,791-17032,X,RY,ASY,M,1
791-17033,ROHRSALMD1_2001-05-08,NA,NA,B,791-17033,WB,X,ASY,M,1
1141-05565,CAUSSUSMD1_2001-05-09,NA,NA,B,1141-05565,X,BY,AHY,M,1
1751-51961,CAUSSUSMD1_2001-05-09,NA,NA,B,1751-51961,XO,R,AHY,M,1
1152-87536,CAUSSUSMD1_2001-05-09,NA,NA,B,1152-87536,O,XY,AHY,M,1
1751-51964,CAUSSUSMD1_2001-05-09,NA,NA,B,1751-51964,Y,GX,AHY,F,1
1152-87538,CAUSSUSMD1_2001-05-09,NA,NA,B,1152-87538,RB,X,AHY,F,1
1751-51962,CAUSSUSMD1_2001-05-09,NA,NA,B,1751-51962,XY,W,AHY,U,1
1141-05564,CAUSSUSMD1_2001-05-09,NA,NA,B,1141-05564,XY,R,AHY,U,1
1751-51963,CAUSSUSMD1_2001-05-09,NA,NA,B,1751-51963,OM,X,AHY,F,1
2250-24024,CAUSSUSMD1_2001-05-09,NA,NA,B,2250-24024,YR,X,SY,U,1
1141-05791,WILLRAJMD1_2001-05-09,NA,NA,B,1141-05791,XB,B,AHY,M,1
2250-24219,WILLRAJMD1_2001-05-09,NA,NA,B,2250-24219,B,YX,AHY,M,1
791-17034,WILLRAJMD1_2001-05-09,NA,NA,B,791-17034,XB,B,AHY,M,1
1141-05790,WILLRAJMD1_2001-05-09,NA,NA,B,1141-05790,X,RM,AHY,M,1
791-17035,HUNTBRIMD1_2001-05-10,NA,NA,B,791-17035,BW,X,AHY,M,1
791-17036,HUNTBRIMD1_2001-05-10,NA,NA,B,791-17036,XK,M,AHY,M,1
791-17038,HUNTBRIMD1_2001-05-10,NA,NA,B,791-17038,XR,W,AHY,M,1
2250-24220,HUNTBRIMD1_2001-05-10,NA,NA,B,2250-24220,XB,M,AHY,M,1
791-17037,HUNTBRIMD1_2001-05-10,NA,NA,B,791-17037,M,XY,AHY,F,1
1141-05792,HUNTBRIMD1_2001-05-10,NA,NA,B,1141-05792,B,XB,AHY,M,1
1751-51957,CAMPGLOMD1_2001-05-11,NA,NA,B,1751-51957,W,RX,AHY,M,1
1141-05566,NZPSMBCDC1_2001-05-11,NA,NA,B,1141-05566,X,WK,AHY,M,1
1141-05567,NZPSMBCDC1_2001-05-11,NA,NA,B,1141-05567,BX,W,AHY,M,1
2250-24025,NZPSMBCDC1_2001-05-11,NA,NA,B,2250-24025,XG,B,AHY,M,1
1751-51959,NZPSMBCDC1_2001-05-11,NA,NA,B,1751-51959,XG,G,AHY,M,1
1751-51958,NZPSMBCDC1_2001-05-11,NA,NA,B,1751-51958,B,BX,AHY,M,1
1141-05569,NZPSMBCDC1_2001-05-11,NA,NA,B,1141-05569,OX,R,AHY,M,1
1751-51956,NZPSMBCDC1_2001-05-11,NA,NA,B,1751-51956,XO,K,AHY,M,1
1751-51960,NZPSMBCDC1_2001-05-11,NA,NA,B,1751-51960,MX,W,AHY,F,1
1141-05568,NZPSMBCDC1_2001-05-11,NA,NA,B,1141-05568,BM,X,AHY,F,1
2250-24224,HUNTBRIMD1_2001-05-14,NA,NA,B,2250-24224,YO,X,AHY,M,1
2250-24223,KINDFARMD1_2001-05-14,NA,NA,B,2250-24223,X,KO,AHY,M,1
791-17042,KINDFARMD1_2001-05-14,NA,NA,B,791-17042,X,OO,AHY,F,1
2250-24222,KINDFARMD1_2001-05-14,NA,NA,B,2250-24222,X,YW,AHY,F,1
1751-51955,LUCIDANMD1_2001-05-14,NA,NA,B,1751-51955,BY,X,AHY,F,1
1751-51954,LUCIDANMD1_2001-05-14,NA,NA,B,1751-51954,KK,X,AHY,M,1
1751-51953,ONTAHOUDC1_2001-05-15,NA,NA,B,1751-51953,W,OX,AHY,M,1
2250-24026,ONTAHOUDC1_2001-05-15,NA,NA,B,2250-24026,X,YY,AHY,M,1
1141-05570,ONTAHOUDC1_2001-05-15,NA,NA,B,1141-05570,X,MY,AHY,M,1
1751-51952,ONTAHOUDC1_2001-05-15,NA,NA,B,1751-51952,B,XY,AHY,M,1
1751-51951,ONTAHOUDC1_2001-05-15,NA,NA,B,1751-51951,Y,XR,ASY,M,1
1751-51949,ONTAHOUDC1_2001-05-15,NA,NA,B,1751-51949,OW,X,AHY,M,1
1751-51950,ONTAHOUDC1_2001-05-15,NA,NA,B,1751-51950,G,GX,AHY,F,1
1141-05571,REITBOBMD1_2001-05-15,NA,NA,B,1141-05571,Y,XR,AHY,M,1
2250-24027,REITBOBMD1_2001-05-15,NA,NA,B,2250-24027,XB,R,ASY,M,1
1141-05572,REITBOBMD1_2001-05-15,NA,NA,B,1141-05572,B,BX,AHY,F,1
1141-05571,REITBOBMD1_2001-05-15,NA,NA,B,1141-05571,Y,XR,AHY,M,1
2250-24027,REITBOBMD1_2001-05-15,NA,NA,B,2250-24027,XB,R,ASY,M,1
1141-05572,REITBOBMD1_2001-05-15,NA,NA,B,1141-05572,B,BX,AHY,F,1
1141-05796,ROHRSALMD1_2001-05-15,NA,NA,B,1141-05796,KX,G,AHY,M,1
791-17046,ROHRSALMD1_2001-05-15,NA,NA,B,791-17046,X,MR,AHY,F,1
2250-24225,SCHLROBMD1_2001-05-15,NA,NA,B,2250-24225,O,BX,AHY,M,1
1141-05794,SCHLROBMD1_2001-05-15,NA,NA,B,1141-05794,XW,O,AHY,M,1
791-17043,SCHLROBMD1_2001-05-15,NA,NA,B,791-17043,XW,K,AHY,M,1
791-17045,SCHLROBMD1_2001-05-15,NA,NA,B,791-17045,WX,W,AHY,M,1
2250-24226,SCHLROBMD1_2001-05-15,NA,NA,B,2250-24226,RW,X,AHY,F,1
1141-05795,SCHLROBMD1_2001-05-15,NA,NA,B,1141-05795,Y,XM,AHY,F,1
2250-24227,SCHLROBMD1_2001-05-15,NA,NA,B,2250-24227,X,BR,AHY,U,1
791-17044,SCHLROBMD1_2001-05-15,NA,NA,B,791-17044,YO,X,AHY,F,1
2250-24228,PATSNADMD1_2001-05-16,NA,NA,B,2250-24228,XY,B,AHY,M,1
1141-05574,TATEJUAMD1_2001-05-16,NA,NA,B,1141-05574,XW,M,AHY,F,1
1152-87534,TATEJUAMD1_2001-05-16,NA,NA,B,1152-87534,XM,O,AHY,F,1
2250-24030,TATEJUAMD1_2001-05-16,NA,NA,B,2250-24030,X,BO,AHY,F,1
1751-51947,TATEJUAMD1_2001-05-16,NA,NA,B,1751-51947,BX,R,AHY,M,1
2250-24028,TATEJUAMD1_2001-05-16,NA,NA,B,2250-24028,G,XK,AHY,M,1
1141-05573,TATEJUAMD1_2001-05-16,NA,NA,B,1141-05573,R,XY,AHY,M,1
1751-51948,TATEJUAMD1_2001-05-16,NA,NA,B,1751-51948,X,GW,AHY,M,1
2250-24029,TATEJUAMD1_2001-05-16,NA,NA,B,2250-24029,W,XO,AHY,M,1
2250-24230,CARLSHIMD1_2001-05-17,NA,NA,B,2250-24230,XM,G,AHY,M,1
791-17047,CARLSHIMD1_2001-05-17,NA,NA,B,791-17047,XG,O,AHY,M,1
2250-24229,CARLSHIMD1_2001-05-17,NA,NA,B,2250-24229,K,XR,AHY,F,1
791-17048,CARLSHIMD1_2001-05-17,NA,NA,B,791-17048,GX,Y,AHY,F,1
2250-24031,GOUGGREMD1_2001-05-17,NA,NA,B,2250-24031,XB,O,AHY,M,1
1751-51946,GOUGGREMD1_2001-05-17,NA,NA,B,1751-51946,M,XM,AHY,M,1
1751-51945,GOUGGREMD1_2001-05-17,NA,NA,B,1751-51945,XY,O,ASY,M,1
1141-05576,GOUGGREMD1_2001-05-17,NA,NA,B,1141-05576,XO,R,ASY,M,1
2250-24260,CORCJOEMD1_2001-05-18,NA,NA,B,2250-24260,GO,X,AHY,M,1
2250-24231,HERBJOAMD1_2001-05-18,NA,NA,B,2250-24231,XW,O,AHY,M,1
791-17050,HERBJOAMD1_2001-05-18,NA,NA,B,791-17050,X,BO,AHY,M,1
791-17049,HERBJOAMD1_2001-05-18,NA,NA,B,791-17049,RW,X,AHY,M,1
791-17051,NAYLMICMD1_2001-05-19,NA,NA,B,791-17051,W,XY,AHY,M,1
791-17052,NAYLMICMD1_2001-05-19,NA,NA,B,791-17052,GW,X,AHY,M,1
2250-24232,NAYLMICMD1_2001-05-19,NA,NA,B,2250-24232,W,XW,AHY,M,1
791-17053,NAYLMICMD1_2001-05-19,NA,NA,B,791-17053,XO,M,AHY,M,1
1141-05797,NAYLMICMD1_2001-05-19,NA,NA,B,1141-05797,XK,W,AHY,M,1
1152-87533,MISBJANMD1_2001-05-22,NA,NA,B,1152-87533,G,RX,AHY,M,1
2250-24035,MISBJANMD1_2001-05-22,NA,NA,B,2250-24035,X,BM,AHY,F,1
1751-51943,MISBJANMD1_2001-05-22,NA,NA,B,1751-51943,XM,Y,AHY,M,1
1751-51944,MISBJANMD1_2001-05-22,NA,NA,B,1751-51944,KX,W,AHY,F,1
2250-24033,MISBJANMD1_2001-05-22,NA,NA,B,2250-24033,Y,MX,AHY,F,1
2250-24034,MISBJANMD1_2001-05-22,NA,NA,B,2250-24034,X,GM,AHY,F,1
2250-24032,MISBJANMD1_2001-05-22,NA,NA,B,2250-24032,XR,M,AHY,U,1
791-17054,OWENJOHMD1_2001-05-22,NA,NA,B,791-17054,WG,X,AHY,M,1
1141-05798,OWENJOHMD1_2001-05-22,NA,NA,B,1141-05798,XW,B,AHY,M,1
1141-05799,OWENJOHMD1_2001-05-22,NA,NA,B,1141-05799,MB,X,AHY,M,1
791-17056,OWENJOHMD1_2001-05-22,NA,NA,B,791-17056,RR,X,AHY,M,1
791-17055,OWENJOHMD1_2001-05-22,NA,NA,B,791-17055,BB,X,AHY,F,1
1751-51942,CAMPROSMD1_2001-05-23,NA,NA,B,1751-51942,XW,R,SY,M,1
1141-05578,CAMPROSMD1_2001-05-23,NA,NA,B,1141-05578,Y,YX,SY,M,1
1141-05577,CAMPROSMD1_2001-05-23,NA,NA,B,1141-05577,O,YX,AHY,M,1
2250-24233,FARYSIMMD1_2001-05-23,NA,NA,B,2250-24233,MX,Y,AHY,M,1
791-17057,FARYSIMMD1_2001-05-23,NA,NA,B,791-17057,Y,XW,AHY,M,1
1141-05800,FARYSIMMD1_2001-05-23,NA,NA,B,1141-05800,XK,M,AHY,M,1
791-17058,FARYSIMMD1_2001-05-23,NA,NA,B,791-17058,O,XB,AHY,M,1
1141-05601,FARYSIMMD1_2001-05-23,NA,NA,B,1141-05601,W,XB,AHY,F,1
1141-05602,FARYSIMMD1_2001-05-23,NA,NA,B,1141-05602,XG,O,AHY,M,1
2250-24036,STAVKORMD1_2001-05-23,NA,NA,B,2250-24036,YX,R,AHY,M,1
1141-05579,STAVKORMD1_2001-05-23,NA,NA,B,1141-05579,X,YB,AHY,M,1
2250-24037,STAVKORMD1_2001-05-23,NA,NA,B,2250-24037,RX,Y,HY,U,1
2250-24038,STAVKORMD1_2001-05-23,NA,NA,B,2250-24038,M,WX,AHY,U,1
791-17060,MAHOJIMMD1_2001-05-24,NA,NA,B,791-17060,K,MX,AHY,M,1
791-17061,MAHOJIMMD1_2001-05-24,NA,NA,B,791-17061,BB,X,AHY,M,1
791-17062,MAHOJIMMD1_2001-05-24,NA,NA,B,791-17062,X,RY,AHY,M,1
791-17063,MAHOJIMMD1_2001-05-24,NA,NA,B,791-17063,XO,M,AHY,M,1
2250-24234,MAHOJIMMD1_2001-05-24,NA,NA,B,2250-24234,G,XK,AHY,F,1
791-17064,MAHOJIMMD1_2001-05-24,NA,NA,B,791-17064,WX,W,AHY,F,1
1141-05605,MAHOJIMMD1_2001-05-24,NA,NA,B,1141-05605,WX,O,AHY,M,1
1920-85924,MAHOJIMMD1_2001-05-24,NA,NA,R,1920-85924,X,BM,U,M,1
2250-24041,RAUNERIMD1_2001-05-24,NA,NA,B,2250-24041,MX,M,AHY,F,1
2250-24039,RAUNERIMD1_2001-05-24,NA,NA,B,2250-24039,XB,B,AHY,M,1
1141-05580,RAUNERIMD1_2001-05-24,NA,NA,B,1141-05580,XY,K,SY,M,1
791-17059,WINGJERMD1_2001-05-24,NA,NA,B,791-17059,YX,M,AHY,M,1
1141-05604,WINGJERMD1_2001-05-24,NA,NA,B,1141-05604,MG,X,AHY,F,1
1141-05603,WINGJERMD1_2001-05-24,NA,NA,B,1141-05603,OX,K,AHY,M,1
2250-24238,GOCHJOAMD1_2001-05-25,NA,NA,B,2250-24238,X,WW,AHY,M,1
791-17068,GOCHJOAMD1_2001-05-25,NA,NA,B,791-17068,XO,K,AHY,M,1
1920-85953,GOCHJOAMD1_2001-05-25,NA,NA,B,1920-85953,W,BX,AHY,M,1
2250-24237,GOCHJOAMD1_2001-05-25,NA,NA,B,2250-24237,O,XY,AHY,F,1
791-17067,GOCHJOAMD1_2001-05-25,NA,NA,B,791-17067,XM,M,AHY,M,1
2250-24235,KAUFRAYMD1_2001-05-25,NA,NA,B,2250-24235,X,MG,AHY,M,1
1141-05607,KAUFRAYMD1_2001-05-25,NA,NA,B,1141-05607,XW,K,AHY,M,1
791-17066,KAUFRAYMD1_2001-05-25,NA,NA,B,791-17066,GO,X,AHY,M,1
791-17065,KAUFRAYMD1_2001-05-25,NA,NA,B,791-17065,BX,W,AHY,F,1
2250-24236,KAUFRAYMD1_2001-05-25,NA,NA,B,2250-24236,WO,X,AHY,F,1
1141-05606,KAUFRAYMD1_2001-05-25,NA,NA,B,1141-05606,YX,G,AHY,U,1
791-17069,LLEISUEDC1_2001-05-29,NA,NA,B,791-17069,OX,M,AHY,M,1
791-17070,LLEISUEDC1_2001-05-29,NA,NA,B,791-17070,XW,M,AHY,M,1
791-17076,EVANMICMD1_2001-05-30,NA,NA,B,791-17076,M,XY,AHY,M,1
2250-24239,FREYFREMD1_2001-05-30,NA,NA,B,2250-24239,X,RY,AHY,U,1
791-17074,FREYFREMD1_2001-05-30,NA,NA,B,791-17074,O,YX,AHY,M,1
791-17072,GELLNERMD1_2001-05-30,NA,NA,B,791-17072,X,GB,AHY,M,1
1141-05608,GELLNERMD1_2001-05-30,NA,NA,B,1141-05608,XK,K,AHY,F,1
791-17071,GELLNERMD1_2001-05-30,NA,NA,B,791-17071,BK,X,AHY,M,1
791-17073,GELLNERMD1_2001-05-30,NA,NA,B,791-17073,M,OX,AHY,F,1
1141-05581,TAYLGLOMD1_2001-05-30,NA,NA,B,1141-05581,W,XR,AHY,M,1
1751-51941,TAYLGLOMD1_2001-05-30,NA,NA,B,1751-51941,B,OX,AHY,M,1
2250-24042,TAYLGLOMD1_2001-05-30,NA,NA,B,2250-24042,MW,X,AHY,U,1
1141-05582,CAMPGLOMD1_2001-05-31,NA,NA,B,1141-05582,YX,O,AHY,M,1
2250-24043,CAMPGLOMD1_2001-05-31,NA,NA,B,2250-24043,XY,M,AHY,M,1
1751-51939,CAMPGLOMD1_2001-05-31,NA,NA,B,1751-51939,R,RX,ASY,M,1
2250-24044,CAMPGLOMD1_2001-05-31,NA,NA,B,2250-24044,GX,O,AHY,F,1
1751-51940,CAMPGLOMD1_2001-05-31,NA,NA,B,1751-51940,XR,R,AHY,F,1
2250-24241,EVANMICMD1_2001-05-31,NA,NA,B,2250-24241,OX,M,AHY,M,1
1152-87404,EVANMICMD1_2001-05-31,NA,NA,B,1152-87404,RX,W,AHY,M,1
2250-24242,EVANMICMD1_2001-05-31,NA,NA,B,2250-24242,XR,W,AHY,M,1
791-17075,EVANMICMD1_2001-05-31,NA,NA,B,791-17075,BW,X,AHY,M,1
2250-24240,OBRICHRMD1_2001-05-31,NA,NA,B,2250-24240,XM,M,AHY,M,1
1141-05609,OBRICHRMD1_2001-05-31,NA,NA,B,1141-05609,X,YR,AHY,M,1
1141-05610,OBRICHRMD1_2001-05-31,NA,NA,B,1141-05610,W,XW,AHY,M,1
2250-24243,BAINANDMD1_2001-06-01,NA,NA,B,2250-24243,GX,G,AHY,M,1
791-17077,DALEELIMD1_2001-06-01,NA,NA,B,791-17077,BX,W,AHY,M,1
791-17078,DALEELIMD1_2001-06-01,NA,NA,B,791-17078,W,GX,AHY,M,1
791-17079,DALEELIMD1_2001-06-01,NA,NA,B,791-17079,M,YX,AHY,F,1
1152-87405,DALEELIMD1_2001-06-01,NA,NA,B,1152-87405,X,KR,HY,U,1
1751-51938,EARLNANMD1_2001-06-01,NA,NA,B,1751-51938,B,OX,AHY,M,1
2250-24045,EARLNANMD1_2001-06-01,NA,NA,B,2250-24045,OX,G,AHY,U,1
1141-05583,EARLNANMD1_2001-06-01,NA,NA,B,1141-05583,GW,X,AHY,M,1
1751-51937,KORRHARMD1_2001-06-01,NA,NA,B,1751-51937,X,YB,AHY,M,1
1141-05584,KORRHARMD1_2001-06-01,NA,NA,B,1141-05584,BB,X,AHY,M,1
2250-24244,BLOCDAVMD1_2001-06-02,NA,NA,B,2250-24244,XK,B,AHY,M,1
791-17080,BLOCDAVMD1_2001-06-02,NA,NA,B,791-17080,R,XY,AHY,M,1
1141-05612,BLOCDAVMD1_2001-06-02,NA,NA,B,1141-05612,XW,W,AHY,M,1
1141-05611,BLOCDAVMD1_2001-06-02,NA,NA,B,1141-05611,MK,X,AHY,M,1
2250-24246,BLOCDAVMD1_2001-06-02,NA,NA,B,2250-24246,MB,X,AHY,F,1
2250-24245,BLOCDAVMD1_2001-06-02,NA,NA,B,2250-24245,X,-,AHY,U,1
1141-05585,JEWELIBMD1_2001-06-04,NA,NA,B,1141-05585,KX,R,AHY,M,1
2250-24047,JEWELIBMD1_2001-06-04,NA,NA,B,2250-24047,YK,X,AHY,M,1
1751-51936,JEWELIBMD1_2001-06-04,NA,NA,B,1751-51936,X,MY,AHY,M,1
2250-24046,JEWELIBMD1_2001-06-04,NA,NA,B,2250-24046,XW,O,AHY,F,1
1141-05586,JEWELIBMD1_2001-06-04,NA,NA,B,1141-05586,GX,Y,AHY,U,1
791-17082,SCHOPAUMD1_2001-06-04,NA,NA,B,791-17082,XW,M,AHY,M,1
2250-24247,SCHOPAUMD1_2001-06-04,NA,NA,B,2250-24247,G,XG,AHY,M,1
1141-05613,SCHOPAUMD1_2001-06-04,NA,NA,B,1141-05613,X,GK,AHY,M,1
791-17083,SCHOPAUMD1_2001-06-04,NA,NA,B,791-17083,XY,R,AHY,M,1
2250-24248,SCHOPAUMD1_2001-06-04,NA,NA,B,2250-24248,X,OW,AHY,F,1
791-17081,SCHOPAUMD1_2001-06-04,NA,NA,B,791-17081,M,XK,AHY,M,1
1141-05587,AMERICOMD1_2001-06-05,NA,NA,B,1141-05587,GO,X,AHY,M,1
1751-51935,AMERICOMD1_2001-06-05,NA,NA,B,1751-51935,OX,W,AHY,M,1
1141-05588,AMERICOMD1_2001-06-05,NA,NA,B,1141-05588,YX,W,AHY,F,1
1141-05589,GIBSELAMD1_2001-06-05,NA,NA,B,1141-05589,W,OX,AHY,M,1
1141-05590,GIBSELAMD1_2001-06-05,NA,NA,B,1141-05590,Y,XM,HY,U,1
1751-51984,GIBSELAMD1_2001-06-05,NA,NA,B,1751-51984,W,XM,AHY,M,1
2250-24249,NORTHESMD1_2001-06-05,NA,NA,B,2250-24249,MX,G,AHY,M,1
791-17084,NORTHESMD1_2001-06-05,NA,NA,B,791-17084,GW,X,AHY,M,1
791-17085,NORTHESMD1_2001-06-05,NA,NA,B,791-17085,XR,Y,AHY,M,1
2250-24251,FERRSUEMD1_2001-06-06,NA,NA,B,2250-24251,M,XY,AHY,F,1
1152-87407,FERRSUEMD1_2001-06-06,NA,NA,B,1152-87407,WX,B,AHY,F,1
791-17822,FERRSUEMD1_2001-06-06,NA,NA,R,791-17822,X,BM,U,M,1
1141-05614,JOHNTHEMD1_2001-06-06,NA,NA,B,1141-05614,W,XG,AHY,M,1
1141-05615,JOHNTHEMD1_2001-06-06,NA,NA,B,1141-05615,X,BB,AHY,M,1
791-17088,JOHNTHEMD1_2001-06-06,NA,NA,B,791-17088,X,WB,AHY,F,1
1141-05616,JOHNTHEMD1_2001-06-06,NA,NA,B,1141-05616,BB,X,AHY,F,1
791-17089,JOHNTHEMD1_2001-06-06,NA,NA,B,791-17089,O,XO,AHY,M,1
