hub,site,date,observerEnc,encounterType,speciesEnc,bandNumber,colorCombo,age,sex,breedingCond,fat,mass,wing,tl,tarsus,featherID,attachmentID,rsLong,rsLat,notesEnc
Springfield,MERIMARMA1,5/10/2015,NA,Resight-participant,BCCH,269087793,"P,A/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Excavating nest hole with chickadee #269087789.
Springfield,RYANJOSMA1,5/11/2015,,Band,AMRO,1212-27602,"A,-",AHY,M,CP,NULL,NULL,NULL,NULL,NULL,NULL,,,, 
Springfield,RYANJOSMA1,5/11/2015,,Band,AMRO,1212-27601,"P/A,W",AHY,F,BP,NULL,82.2,120,90,33.1,NULL,,,, 
Springfield,RYANJOSMA1,5/11/2015,,Band,CARW,2291-44232,"Y/A,BK",AHY,M,CP,NULL,23.52,61,51,23.25,NULL,,,, 
Springfield,RYANJOSMA1,5/11/2015,,Band,GRCA,2651-17048,"W/A,P",SY,M,CP,NULL,35.94,89,90,27.2,NULL,,,, 
Springfield,RYANJOSMA1,5/11/2015,,Band,HOWR,2750-35016,"A,O/W",AHY,U,U,NULL,10.42,52,40,17.4,NULL,,,, 
Springfield,RYANJOSMA1,5/11/2015,,Band,HOWR,2750-35015,"R/BU,A",AHY,U,U,NULL,10.8,48,41,17.4,NULL,,,, 
Springfield,SURNSANMA1,5/11/2015,,Band,GRCA,2651-43215,"A,Y/BU",ASY,U,U,NULL,41.52,89,95,29.35,NULL,,,, 
Springfield,SURNSANMA1,5/11/2015,,Band,GRCA,2651-43217,"A,P/BK",ASY,U,U,NULL,33.15,85,91,27.75,NULL,,,, 
Springfield,SURNSANMA1,5/11/2015,,Band,GRCA,2651-43218,"BK,A/W",ASY,U,U,NULL,34.36,84,87,27.89,NULL,,,, 
Springfield,SURNSANMA1,5/11/2015,,Recap,GRCA,1891-11058,"BU/BU,A",ASY,U,U,NULL,34.44,87,96,27,NULL,,,, 
Springfield,SURNSANMA1,5/11/2015,,Band,HOWR,2720-99611,"G,P/A",AHY,U,U,NULL,12.16,49,44,17.39,NULL,,,, 
Springfield,SURNSANMA1,5/11/2015,,Band,HOWR,2720-99612,"Y,BK/A",AHY,M,CP,NULL,11.09,51,45,18.11,NULL,,,, 
Springfield,SURNSANMA1,5/11/2015,,Band,NOCA,2651-43216,"A,P/G",AHY,M,CP,NULL,47.19,95,107,25.89,NULL,,,, 
Springfield,SURNSANMA1,5/11/2015,,Band,SOSP,2571-83110,"G/O,A",AHY,M,CP,NULL,20.35,62,64,20.8,NULL,,,, 
Springfield,VERSMATMA1,5/12/2015,,Band,BCCH,2720-99613,"A/BU,W",AHY,F,BP,NULL,13.04,61,62,17.49,NULL,,,, 
Springfield,VERSMATMA1,5/12/2015,,Band,BCCH,2720-99614,"Y/A,G",AHY,M,CP,NULL,10.91,65,59,17.65,NULL,,,, 
Springfield,VERSMATMA1,5/12/2015,,Band,GRCA,2651-43219,"G/BU,A",ASY,U,U,NULL,33.69,89,96,28.39,NULL,,,, 
Springfield,VERSMATMA1,5/12/2015,,Band,HOWR,2720-99615,"Y,Y/A",AHY,M,CP,NULL,10.75,51,43,17.45,NULL,,,, 
Springfield,VERSMATMA1,5/12/2015,,Band,SOSP,2571-83112,"A/O,BK",AHY,F,BP,NULL,21.12,61,64,21.2,NULL,,,, 
Springfield,VERSMATMA1,5/12/2015,,Band,SOSP,2571-83111,"BU/R,A",AHY,M,CP,NULL,21.09,65,66,22.07,NULL,,,, 
Springfield,FAERHOWMA1,5/13/2015,,Band,BCCH,2750-35017,"A/R,PK",AHY,U,U,NULL,11.41,65,60,NULL,NULL,,,, 
Springfield,FAERHOWMA1,5/13/2015,,Band,BCCH,2750-35020,"BU,A/W",AHY,F,BP,NULL,12.49,61,61,17.35,NULL,,,, 
Springfield,FAERHOWMA1,5/13/2015,,Band,BCCH,2750-35018,"PK/A,O",AHY,M,CP,NULL,10.49,66,61,17.8,NULL,,,, 
Springfield,FAERHOWMA1,5/13/2015,,Band,BCCH,2750-35019,"PK/BU,A",AHY,M,CP,NULL,12.08,65,61,17.7,NULL,,,, 
Springfield,FAERHOWMA1,5/13/2015,,Band,GRCA,2651-17049,"Y/PK,A",SY,M,CP,NULL,35.25,88,91,30.08,NULL,,,, 
Springfield,FAERHOWMA1,5/13/2015,,Recap,SOSP,2371-04365,"O/A,W",SY,M,CP,NULL,20.95,63,66,21.2,NULL,,,, 
Springfield,FAERHOWMA1,5/13/2015,,Recap,SOSP,2371-04365,"W,O/A",SY,M,CP,NULL,20.95,63,66,21.2,NULL,,,, 
Springfield,LANGPETMA1,5/14/2015,,Band,AMRO,1212-27603,"G,A/G",ASY,M,CP,NULL,81.9,135,105,37.4,NULL,,,, 
Springfield,LANGPETMA1,5/14/2015,,Band,BCCH,2750-35021,"A/PK,O",ASY,U,U,NULL,11.97,65,63,17.5,NULL,,,, 
Springfield,HALALEEMA1,5/14/2015,,Band,BCCH,2720-99618,"BU/A,G",AHY,M,CP,NULL,11.22,65,65,16.91,NULL,,,, 
Springfield,HALALEEMA1,5/14/2015,,Band,EAPH,2720-99617,"A/BU,G",AHY,F,BP,NULL,18.23,78,67,18.09,NULL,,,, 
Springfield,HALALEEMA1,5/14/2015,,Band,GRCA,2651-43220,"A/Y,BK",ASY,U,U,NULL,34.29,88,95,28.81,NULL,,,, 
Springfield,HALALEEMA1,5/14/2015,,Band,HOWR,2720-99616,"W,R/A",AHY,M,CP,NULL,11.24,49,41,17.5,NULL,,,, 
Springfield,VEARRICMA1,5/15/2015,,Band,GRCA,2651-43221,"A,BK/PK",SY,U,U,NULL,33.93,89,100,29.21,NULL,,,, 
Springfield,VEARRICMA1,5/15/2015,,Band,GRCA,2651-43222,"BU,A/PK",ASY,U,U,NULL,34.4,89,96,28.11,NULL,,,, 
Springfield,WILLJUDMA1,5/15/2015,,Band,GRCA,2651-17050,"Y,PK/A",AHY,M,CP,NULL,34.71,83,85,27.4,NULL,,,, 
Springfield,VEARRICMA1,5/15/2015,,Band,NOCA,2651-43223,"A/R,O",AHY,M,CP,NULL,43.9,95,104,25.18,NULL,,,, 
Springfield,WILLJUDMA1,5/15/2015,,Band,SOSP,2291-44233,"Y/BU,A",AHY,M,CP,NULL,22.97,69,71,21.8,NULL,,,, 
Springfield,CLAYBRYMA1,5/15/2015,NA,Resight-participant,BCCH,272099521,"A/P,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,WILLJUDMA1,5/15/2015,NA,Resight-technician,GRCA,256186629,"BK,A/BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LEWASUSMA1,5/16/2015,,Band,BCCH,2750-35023,"A,PK/BU",ASY,M,CP,NULL,11.92,66,62,17.85,NULL,,,, 
Springfield,ROSEJOSMA1,5/16/2015,,Band,BCCH,2720-99619,"A,R/BK",AHY,M,CP,NULL,11.54,64,62,19.56,NULL,,,, 
Springfield,ROSEJOSMA1,5/16/2015,,Band,BCCH,2720-99621,"A,Y/BU",AHY,U,U,NULL,11.8,67,66,17.61,NULL,,,, 
Springfield,LEWASUSMA1,5/16/2015,,Band,BCCH,2750-35022,"A/G,O",SY,M,CP,NULL,11.38,67,60,17.8,NULL,,,, 
Springfield,LEWASUSMA1,5/16/2015,,Band,BCCH,2750-35024,"O/A,BU",AHY,F,BP,NULL,11.45,62,60,16.7,NULL,,,, 
Springfield,ROSEJOSMA1,5/16/2015,,Band,EAPH,2720-99620,"P,A/R",AHY,F,BP,NULL,20.37,82,71,19.89,NULL,,,, 
Springfield,LEWASUSMA1,5/16/2015,,Band,GRCA,2651-17051,"PK,A/G",AHY,M,CP,NULL,42.16,89,95,27.5,NULL,,,, 
Springfield,ROSEJOSMA1,5/16/2015,,Band,NOCA,2651-43224,"A/BU,O",AHY,F,BP,NULL,48.27,90,100,25.71,NULL,,,, 
Springfield,ROSEJOSMA1,5/16/2015,,Band,SOSP,2571-83113,"BU/A,R",AHY,M,CP,NULL,22.31,65,66,24.2,NULL,,,, 
Springfield,LEWASUSMA1,5/16/2015,,Band,SOSP,2291-44234,"Y/Y,A",AHY,F,BP,NULL,24.23,60,62.5,21.1,NULL,,,, 
Springfield,LEWASUSMA1,5/16/2015,NA,Resight-technician,GRCA,264185647,"BK/W,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HAMMSHIMA1,5/17/2015,,Band,GRCA,2651-17053,"PK/BU,A",AHY,M,CP,NULL,36.29,88,93,28.8,NULL,,,, 
Springfield,HAMMSHIMA1,5/17/2015,,Band,HOWR,2750-35025,"R/A,O",AHY,U,U,NULL,10.94,51,42,16.8,NULL,,,, 
Springfield,JONEJULMA1,5/18/2015,,Band,BCCH,2720-99622,"A,P/Y",AHY,M,CP,NULL,11.72,64,60,17.72,NULL,,,, 
Springfield,JONEJULMA1,5/18/2015,,Band,BCCH,2720-99625,"A,W/BU",AHY,M,CP,NULL,11.55,67,62,17.85,NULL,,,, 
Springfield,JONEJULMA1,5/18/2015,,Band,BCCH,2720-99623,"A/O,R",AHY,F,BP,NULL,11.8,60,62,16.95,NULL,,,, 
Springfield,JONEJULMA1,5/18/2015,,Band,BCCH,2720-99624,"G,PK/A",AHY,F,BP,NULL,10.88,60,57,17.21,NULL,,,, 
Springfield,JONEJULMA1,5/18/2015,,Band,BCCH,2720-99626,"Y,A/BK",AHY,M,CP,NULL,12.68,62,61,18.41,NULL,,,, 
Springfield,JONEJULMA1,5/18/2015,,Band,GRCA,2651-43225,"A,PK/PK",SY,U,U,NULL,36.96,82,90,27.35,NULL,,,, 
Springfield,JONEJULMA1,5/18/2015,,Recap,GRCA,1891-11063,"A/R,Y",ASY,M,CP,NULL,34.8,89,96,28.45,NULL,,,, 
Springfield,JONEJULMA1,5/18/2015,,Band,GRCA,2651-43226,"G/PK,A",SY,U,U,NULL,34.09,85,89,26.49,NULL,,,, 
Springfield,WHELGWEMA1,5/18/2015,,Band,BCCH,2750-35027,"BU/A,PK",AHY,F,BP,NULL,12.65,65,62,16.6,NULL,,,, 
Springfield,WHELGWEMA1,5/18/2015,,Band,HOWR,2750-35026,"BK,Y/A",AHY,U,U,NULL,10.69,51,41,17.4,NULL,,,, 
Springfield,WHELGWEMA1,5/18/2015,,Band,HOWR,2750-35028,"G,R/A",ASY,M,CP,NULL,10.7,49,44,16.5,NULL,,,, 
Springfield,CALVCARMA1,5/19/2015,,Band,AMRO,1352-63531,"A,Y/BU",AHY,M,CP,NULL,68.96,123,92,33.75,NULL,,,, 
Springfield,CALVCARMA1,5/19/2015,,Band,SOSP,2571-83114,"A,G/O",AHY,M,CP,NULL,19.48,63,64,21.7,NULL,,,, 
Springfield,REIDLOLMA1,5/20/2015,,Band,AMRO,1352-63532,"A/P,BU",AHY,M,CP,NULL,75.91,126,102,34.05,NULL,,,, 
Springfield,PIEPSUSMA1,5/20/2015,,Recap,GRCA,2651-17102,"A,P/P",ASY,M,CP,NULL,36.64,95,99,28.2,NULL,,,, 
Springfield,REIDLOLMA1,5/20/2015,,Recap,GRCA,2651-17126,"W/A,W",ASY,F,BP,NULL,41.21,86,95,26.71,NULL,,,, 
Springfield,REIDLOLMA1,5/20/2015,,Band,HOWR,2720-99627,"BU/PK,A",AHY,F,BP,NULL,12.2,48,44,17.9,NULL,,,, 
Springfield,PIEPSUSMA1,5/20/2015,,Band,HOWR,2750-35029,"W,A/O",AHY,M,CP,NULL,11.47,50,47,17.4,NULL,,,, 
Springfield,PIEPSUSMA1,5/20/2015,,Band,NOCA,2651-17052,"O,A/BU",AHY,F,BP,NULL,38.56,88,97,25.6,NULL,,,, 
Springfield,PIEPSUSMA1,5/20/2015,,Recap,NOCA,1891-11088,"Y,G/A",SY,M,CP,NULL,43.78,95,100,23.1,NULL,,,, 
Springfield,REIDLOLMA1,5/20/2015,,Band,SOSP,2571-83115,"A,BK/PK",AHY,M,CP,NULL,21.59,62,63,22.2,NULL,,,, 
Springfield,REIDLOLMA1,5/20/2015,NA,Resight-technician,GRCA,265117129,"G,BU/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,across street in meadow
Springfield,RICHALMA1,5/21/2015,,Band,AMRO,1352-63533,"W,R/A",AHY,M,CP,NULL,68.88,122,94,32.41,NULL,,,, 
Springfield,WESCCATMA1,5/21/2015,,Recap,BCCH,2540-94515,"A/P,P",SY,F,BP,NULL,12.05,61,58,16.7,NULL,,,, 
Springfield,WESCCATMA1,5/21/2015,,Recap,BCCH,2720-99575,"R/A,Y",AHY,M,CP,NULL,11.45,65,62,17,NULL,,,, 
Springfield,WESCCATMA1,5/21/2015,,Band,BCCH,2750-35033,"W,PK/A",AHY,M,CP,NULL,11.5,66,62,16.7,NULL,,,, 
Springfield,WESCCATMA1,5/21/2015,,Band,BCCH,2750-35030,"Y/PK,A",SY,M,CP,NULL,12.05,68.5,63,16.8,NULL,,,, 
Springfield,RICHALMA1,5/21/2015,,Band,EAPH,2720-99628,"W,A/Y",AHY,F,BP,NULL,20.5,79,65,18.55,NULL,,,, 
Springfield,RICHALMA1,5/21/2015,,Band,GRCA,2651-43227,"BU/A,BU",ASY,M,CP,NULL,39.42,91,96,28.9,NULL,,,, 
Springfield,WESCCATMA1,5/21/2015,,Band,HOWR,2750-35031,"A,BU/R",AHY,M,CP,NULL,10.79,50,39,16.6,NULL,,,, 
Springfield,WESCCATMA1,5/21/2015,,Band,HOWR,2750-35032,"A,P/G",ASY,F,BP,NULL,14.3,51,39,16.8,NULL,,,, 
Springfield,WESCCATMA1,5/21/2015,,Band,HOWR,2750-35034,"Y,O/A",AHY,F,BP,NULL,10.4,46,39,16.6,NULL,,,, 
Springfield,RICHALMA1,5/21/2015,,Band,SOSP,2571-83116,"A,O/BK",AHY,M,CP,NULL,21.96,66,68,22.82,NULL,,,, 
Springfield,RICHALMA1,5/21/2015,,Band,SOSP,2571-83117,"A/G,PK",AHY,F,BP,NULL,21.88,62,66,21.91,NULL,,,, 
Springfield,HILLSALMA1,5/22/2015,,Band,AMRO,1352-63534,"O/A,P",AHY,U,U,NULL,79.93,129,96,33.29,NULL,,,, 
Springfield,HILLSALMA1,5/22/2015,,Band,BCCH,2720-99630,"O/PK,A",AHY,M,CP,NULL,12.89,65,64,17.88,NULL,,,, 
Springfield,KLOTBRUMA1,5/22/2015,,Band,EAPH,2750-35035,"G,G/A",AHY,F,BP,NULL,18.12,79,64,16.8,NULL,,,, 
Springfield,KLOTBRUMA1,5/22/2015,,Band,EAPH,2750-35036,"O,BK/A",AHY,F,BP,NULL,17.72,80,67,17.9,NULL,,,, 
Springfield,HILLSALMA1,5/22/2015,,Band,GRCA,2651-43230,"A,O/R",ASY,F,BP,NULL,41.86,89,97,29.25,NULL,,,, 
Springfield,HILLSALMA1,5/22/2015,,Band,GRCA,2651-43228,"A,PK/W",ASY,U,U,NULL,42.45,88,90,27.5,NULL,,,, 
Springfield,KLOTBRUMA1,5/22/2015,,Band,GRCA,2651-17054,"A,PK/BU",AHY,U,U,NULL,36,88,93,28.85,NULL,,,, 
Springfield,HILLSALMA1,5/22/2015,,Band,GRCA,2651-43229,"BK,W/A",SY,U,U,NULL,NULL,85,93,28.21,NULL,,,, 
Springfield,KLOTBRUMA1,5/22/2015,,Band,GRCA,2651-17056,"O,G/A",AHY,M,CP,NULL,37.39,89,92,29.5,NULL,,,, 
Springfield,KLOTBRUMA1,5/22/2015,,Band,GRCA,2651-17055,"W/P,A",AHY,M,CP,NULL,36.53,90,98,29.4,NULL,,,, 
Springfield,HILLSALMA1,5/22/2015,,Band,HOWR,2720-99629,"A/P,BU",AHY,M,CP,NULL,11.97,50,44,17.22,NULL,,,, 
Springfield,KLOTBRUMA1,5/22/2015,,Band,SOSP,2291-44236,"A,Y/W",AHY,F,BP,NULL,22.66,59,60,21,NULL,,,, 
Springfield,KLOTBRUMA1,5/22/2015,,Band,SOSP,2291-44235,"P,A/O",AHY,M,CP,NULL,21.31,67,66,21.7,NULL,,,, 
Springfield,MALTELIMA1,5/23/2015,,Band,AMRO,1352-63536,"A,G/O",ASY,M,CP,NULL,74.75,120,95,33.11,NULL,,,, 
Springfield,MALTELIMA1,5/23/2015,,Band,AMRO,1352-63537,"A,PK/W",ASY,M,CP,NULL,76.48,122,95,34.18,NULL,,,, 
Springfield,MALTELIMA1,5/23/2015,,Band,AMRO,1352-63535,"A,BU/Y",ASY,F,BP,NULL,76.88,125,97,33.35,NULL,,,, 
Springfield,MALTELIMA1,5/23/2015,,Band,BCCH,2720-99631,"A,BK/PK",AHY,U,U,NULL,9.96,61,57,16.55,NULL,,,, 
Springfield,BAKENANMA1,5/23/2015,,Band,BCCH,2750-35037,"PK,W/A",AHY,M,CP,NULL,12.21,67.5,63,17.2,NULL,,,, 
Springfield,BAKENANMA1,5/23/2015,,Band,BCCH,2750-35038,"Y,O/A",AHY,F,BP,NULL,10.82,60,58,15.1,NULL,,,, 
Springfield,BAKENANMA1,5/23/2015,,Band,GRCA,2561-17057,"A,PK/G",SY,U,U,NULL,38.04,90,91.5,29.5,NULL,,,, 
Springfield,MALTELIMA1,5/23/2015,,Band,HOWR,2720-99632,"P/A,BU",AHY,U,U,NULL,12.21,48,41,16.49,NULL,,,, 
Springfield,BAKENANMA1,5/23/2015,NA,Resight-technician,HOWR,273027519,"R/W,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,SLONSUSMA1,5/24/2015,,Band,GRCA,2651-17059,"BK/A,PK",AHY,M,CP,NULL,38.28,93,92,28.25,NULL,,,, 
Springfield,SLONSUSMA1,5/24/2015,,Band,NOCA,2651-17058,"O,Y/A",AHY,M,CP,NULL,47.44,93,95,26.6,NULL,,,, 
Springfield,MERIMARMA1,5/24/2015,NA,Resight-participant,BCCH,269087789,"W,A/O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BRIDNATMA1,5/25/2015,,Band,BCCH,2720-99634,"BU/A,O",AHY,"M
",CP,NULL,11.77,65,60,17.3,NULL,,,, 
Springfield,BRIDNATMA1,5/25/2015,,Recap,BCCH,2720-99600,"P,W/A",AHY,M,CP,NULL,11.63,65,64,17.35,NULL,,,, 
Springfield,BRIDNATMA1,5/25/2015,,Band,CARW,2571-83118,"R,A/R",AHY,U,U,NULL,21.96,58,48,22.18,NULL,,,, 
Springfield,BRIDNATMA1,5/25/2015,,Band,GRCA,2651-43234,"O/A,R",AHY,M,CP,NULL,35.73,85,90,28.23,NULL,,,, 
Springfield,BRIDNATMA1,5/25/2015,,Band,GRCA,2651-43233,"P/G,A",ASY,M,CP,NULL,38.62,89.5,89,28.1,NULL,,,, 
Springfield,BRIDNATMA1,5/25/2015,,Band,GRCA,2651-43232,"PK,PK/A",SY,M,CP,NULL,35.85,89,95,28,NULL,,,, 
Springfield,BRIDNATMA1,5/25/2015,,Band,GRCA,2651-43231,"W/A,Y",ASY,U,U,NULL,34.24,88,93,26.39,NULL,,,, 
Springfield,BRIDNATMA1,5/25/2015,,Band,HOWR,2720-99633,"O/A,W",AHY,M,CP,NULL,11.4,51,44,17.69,NULL,,,, 
Springfield,BRIDNATMA1,5/25/2015,NA,Resight-technician,NOCA,256186663,"BU,R/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,across street in top of tree
Springfield,HIGGBETMA1,5/26/2015,,Band,BCCH,2720-99635,"A,PK/BK",AHY,M,CP,NULL,11.19,63,57,16.62,NULL,,,, 
Springfield,BODKANNMA1,5/26/2015,,Band,BCCH,2750-35041,"A,PK/R",AHY,U,U,NULL,11.29,68,65.5,15.5,NULL,,,, 
Springfield,BODKANNMA1,5/26/2015,,Band,BCCH,2750-35040,"P,O/A",AHY,F,BP,NULL,12.63,62.5,60,16.7,NULL,,,, 
Springfield,BODKANNMA1,5/26/2015,,Band,BCCH,2750-35039,"PK,A/G",AHY,M,CP,NULL,12.02,67,65,16.4,NULL,,,, 
Springfield,BODKANNMA1,5/26/2015,,Band,BCCH,2750-35042,"R,A/G",AHY,M,BP,NULL,11.29,66,65,16.5,NULL,,,, 
Springfield,HIGGBETMA1,5/26/2015,,Recap,GRCA,2651-17117,"A,G/W",ASY,M,CP,NULL,34.89,91,101,28.45,NULL,,,, 
Springfield,BODKANNMA1,5/26/2015,,Band,GRCA,2651-17060,"A/PK,O",AHY,U,U,NULL,34.22,88,91,28.75,NULL,,,, 
Springfield,HIGGBETMA1,5/26/2015,,Band,GRCA,2651-43235,"A/Y,R",AHY,M,CP,NULL,36.14,91,96,28.21,NULL,,,, 
Springfield,BODKANNMA1,5/26/2015,,Recap,NOCA,2561-86644,"Y,A,BK",AHY,M,CP,NULL,46.67,95,105,28,NULL,,,, 
Springfield,BODKANNMA1,5/26/2015,,Recap,NOCA,2561-86644,"Y/A,BK",AHY,M,CP,NULL,46.67,95,105,28,NULL,,,, 
Springfield,BODKANNMA1,5/26/2015,,Recap,SOSP,2691-06105,"A,R/G",AHY,F,BP,NULL,21.42,61,66,20.2,NULL,,,, 
Springfield,BODKANNMA1,5/26/2015,,Recap,SOSP,2691-06106,"Y/A,BK",AHY,M,CP,NULL,20.2,66,71,22.45,NULL,,,, 
Springfield,HIGGBETMA1,5/26/2015,NA,Resight-technician,GRCA,265117117,"A,G/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HAZZANNMA1,5/27/2015,,Band,AMRO,1352-63538,"W/Y,A",ASY,F,BP,NULL,83.16,124,94,34.19,NULL,,,, 
Springfield,HAZZANNMA1,5/27/2015,,Band,BCCH,2720-99636,"P/A,R",AHY,M,CP,NULL,11.7,64,60,16.35,NULL,,,, 
Springfield,HAZZANNMA1,5/27/2015,,Band,GRCA,2651-43236,"Y/G,A",AHY,M,CP,NULL,37.19,88,98,27.79,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,BCCH,2720-99640,"A,W/PK",AHY,M,CP,NULL,12.44,65,65,19.28,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,BCCH,2720-99641,"A,G/O",AHY,M,CP,NULL,12.69,67,66,17.33,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,BCCH,2720-99639,"A
,PK/PK",AHY,M,CP,NULL,11.77,64,61,16.62,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,BCCH,2720-99637,"A/G,PK",AHY,M,CP,NULL,12.36,64,64,17.2,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Recap,BCCH,2730-27526,"P/P,A",AHY,F,BP,NULL,10.72,64,63,17.5,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,BCCH,2720-99642,"PK,BU/A",AHY,M,CP,NULL,11.47,66,65,16.93,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Recap,BCCH,2730-27525,"W/W,A",AHY,M,CP,NULL,11.87,62,64,17.35,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,GRCA,2651-43238,"A,PK/Y",AHY,M,CP,NULL,37.64,85,93,28.29,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,GRCA,2651-43239,"A/O,R",SY,F,BP,NULL,46.33,89,96,28.01,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,GRCA,2651-43242,"A/PK,R
",AHY,M,CP,NULL,37.3,86,90,27.27,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,GRCA,2651-43237,"PK,BU/A",AHY,U,U,NULL,38.23,90,96,29.25,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,GRCA,2651-43241,"PK/G,A",SY,U,U,NULL,36.12,85,90,27.9,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,GRCA,2651-43240,"W,O/A",SY,U,U,NULL,35.12,88,94,28.11,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,HOWR,2720-99643,"BK/R,A",AHY,F,BP,NULL,12.52,48,41,17.61,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,HOWR,2720-99638,"G/PK,A",AHY,M,CP,NULL,12.07,51,45,17.7,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Recap,NOCA,2651-17146,"P/A,W",AHY,M,CP,NULL,47.43,95,100,24.3,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,SOSP,2571-83119,"A,PK/W",AHY,F,BP,NULL,18.15,58,63,20.68,NULL,,,, 
Springfield,ELLIBARMA1,5/28/2015,,Band,SOSP,2291-44238,"BU,Y/A",AHY,F,BP,NULL,18.96,62,63.5,21.8,NULL,,,, 
Springfield,BENNBILMA1,5/28/2015,,Band,SOSP,2571-83120,"G/PK,A",AHY,M,CP,NULL,21.44,65,62,21.91,NULL,,,, 
Springfield,ELLIBARMA1,5/28/2015,,Band,SOSP,2291-44237,"O/R,A",AHY,M,CP,NULL,21.59,65,67,21.8,NULL,,,, 
Springfield,KINGGEOMA1,5/29/2015,,Band,AMRO,1352-63539,"A,BK/PK",ASY,M,CP,NULL,73,133,108,33.25,NULL,,,, 
Springfield,KINGGEOMA1,5/29/2015,,Band,AMRO,1352-63540,"G/W,A",AHY,M,CP,NULL,68.51,121,94,31.21,NULL,,,, 
Springfield,HODGBENMA1,5/29/2015,,Recap,BCCH,2720-99524,"O,A/W",AHY,M,CP,NULL,12.03,66,65.5,17.1,NULL,,,, 
Springfield,HODGBENMA1,5/29/2015,,Recap,BCCH,2720-99524,"O,W/A",AHY,M,CP,NULL,12.03,66,65.5,17.1,NULL,,,, 
Springfield,HODGBENMA1,5/29/2015,,Band,BCCH,2750-35044,"PK/A,G",SY,F,BP,NULL,10.15,62,57,16.9,NULL,,,, 
Springfield,KINGGEOMA1,5/29/2015,,Band,GRCA,2651-43244,"A,BK/G",AHY,M,CP,NULL,34.83,88,94,28.41,NULL,,,, 
Springfield,HODGBENMA1,5/29/2015,,Band,GRCA,2651-17062,"A/PK,G",AHY,M,CP,NULL,34.94,88,90,27.6,NULL,,,, 
Springfield,HODGBENMA1,5/29/2015,,Band,GRCA,2651-17061,"PK,O/A",AHY,F,BP,NULL,43.02,89,93,28,NULL,,,, 
Springfield,KINGGEOMA1,5/29/2015,,Band,GRCA,2651-43243,"Y,A/P",AHY,M,CP,NULL,35.69,91,96,28.79,NULL,,,, 
Springfield,HODGBENMA1,5/29/2015,,Band,HOWR,2750-35043,"A,BU/G",ASY,U,U,NULL,10.92,49,42.5,17.8,NULL,,,, 
Springfield,KINGGEOMA1,5/29/2015,,Band,HOWR,2720-99646,"O/PK,A",AHY,M,CP,NULL,11.31,51,43,16.85,NULL,,,, 
Springfield,KINGGEOMA1,5/29/2015,,Band,HOWR,2720-99644,"R,A/BU",AHY,M,CP,NULL,11.32,52,44,18.19,NULL,,,, 
Springfield,KINGGEOMA1,5/29/2015,,Band,HOWR,2720-99645,"Y/G,A",AHY,F,BP,NULL,11.85,50,42,18.51,NULL,,,, 
Springfield,KINGGEOMA1,5/29/2015,,Band,NOCA,2651-43245,"BU,A/W",AHY,M,CP,NULL,44.81,95,105,24.75,NULL,,,, 
Springfield,KINGGEOMA1,5/29/2015,,Band,RBWO,1352-63541,"-,A",AHY,M,CP,NULL,85.23,125,87,24.45,NULL,,,, 
Springfield,KINGGEOMA1,5/29/2015,,Band,RBWO,1352-63542,"-,A",AHY,M,CP,NULL,81.98,130,80,24.25,NULL,,,, 
Springfield,HODGBENMA1,5/29/2015,NA,Resight-technician,GRCA,264185619,"P/A,Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ARCASUMMA1,5/30/2015,,Band,BCCH,2750-35099,"Y,PK/A",AHY,F,BP,NULL,11.49,59,61,16.85,NULL,,,, 
