siteID,date.Of.Encounter,ENCOUNTER.TYPE,bandNumber,age,sex,breedingCond,fat,mass,wing,tl,tarsus
BENNBILMA1,6/6/2013,Band,2690-87720,ASY,F,BP,NULL,13.51,49,44,19.3
RICHALMA1,6/6/2013,Band,2571-83035,ASY,M,CP,NULL,20.28,62,78,29.8
BENNBILMA1,6/6/2013,Band,2371-04311,ASY,M,CP,NULL,21.73,66,66,24.1
RICHALMA1,6/6/2013,Recap,2291-44298,ASY,F,BP,NULL,22.55,65,65,29.1
RICHALMA1,6/6/2013,Band,2571-83037,ASY,F,BP,NULL,20.52,62,63,29
RICHALMA1,6/6/2013,Band,2571-83036,ASY,M,CP,NULL,22.15,70,70,31
MURPTHEMA1,6/8/2013,Band,1212-52854,SY,M,CP,NULL,74.42,129,101,37.9
MURPTHEMA1,6/8/2013,Band,2690-87722,SY,M,CP,NULL,11.77,66,64,19.2
MURPTHEMA1,6/8/2013,Band,2690-87724,SY,U,BP,NULL,10.12,62,59,19.7
ROSEJOSMA1,6/8/2013,Band,2571-83038,AHY,F,BP,NULL,17.13,58,48,34.6
MURPTHEMA1,6/8/2013,Recap,1891-11026,ASY,F,BP,NULL,41.41,86,92,31
MURPTHEMA1,6/8/2013,Band,2561-86614,ASY,M,CP,NULL,37.59,90,100,32
ROSEJOSMA1,6/8/2013,Band,1891-11048,ASY,M,CP,NULL,37.09,92,96,36.8
MURPTHEMA1,6/8/2013,Band,2690-87725,ASY,F,BP,NULL,14.33,50,42,19.7
MURPTHEMA1,6/8/2013,Band,2690-87721,AHY,M,CP,NULL,10.92,52,45,19.8
MURPTHEMA1,6/8/2013,Band,2690-87723,AHY,F,BP,NULL,12.7,48,39,18.7
ROSEJOSMA1,6/8/2013,Band,1891-11046,ASY,F,BP,NULL,46.29,92,105,33
ROSEJOSMA1,6/8/2013,Band,1891-11047,ASY,M,CP,NULL,43.32,95,109,34.6
ROSEJOSMA1,6/8/2013,Band,2571-83039,SY,F,BP,NULL,22.25,64,61,24.5
TOUCWENMA1,6/9/2013,Band,2690-87591,ASY,M,CP,NULL,11.65,65,60,23.5
TOUCWENMA1,6/9/2013,Band,1891-11049,ASY,F,BP,NULL,40.58,90,99,35.1
TOUCWENMA1	,6/9/2013,Band,1891-11050,ASY,M,CP,NULL,35,91,94,35.1
TOUCWENMA1,6/9/2013,Band,2690-87900,ASY,M,CP,NULL,10.9,50,40,22.3
TOUCWENMA1,6/9/2013,Band,2690-87594,ASY,F,BP,NULL,14.34,49,40,24.2
BLONDAVMA1,6/10/2013,Band,1212-52850,SY,M,CP,NULL,75.46,124,95,37.25
BLONDAVMA1,6/10/2013,Band,2690-87726,AHY,M,CP,NULL,10.98,66,60,18.3
BLONDAVMA1,6/10/2013,Band,2561-86616,AHY,M,CP,NULL,43.26,91,103,28.25
BLONDAVMA1,6/10/2013,Band,2561-86615,AHY,M,CP,NULL,44.2,93,102,28.4
BLONDAVMA1,6/10/2013,Band,1212-52849,ASY,M,CP,NULL,47.36,114,123,36.6
CLARBRYMA1,6/11/2013,Band,1212-52847,SY,M,CP,NULL,80.77,125,93,38.8
CLARBRYMA1,6/11/2013,Band,2561-86617,AHY,M,CP,NULL,38.38,87,87,32
CLARBRYMA1,6/11/2013,Band,2561-86619,ASY,M,CP,NULL,34.77,93,97,30.9
CLARBRYMA1,6/11/2013,Band,2561-86618,ASY,M,CP,NULL,43.43,96,100,27.35
ROMANICMA1,6/11/2013,Band,2690-87592,SY,M,CP,NULL,11.18,49,40,21.2
BARDBARMA1,6/12/2013,Band,1212-52848,AHY,M,CP,NULL,67.98,128,100,37.75
PAGEALLMA1,6/12/2013,Band,1212-36658,AHY,M,CP,NULL,74.14,131,103,42.6
BARDBARMA1,6/12/2013,Band,1212-52846,SY,F,BP,NULL,70.8,120,93,36.3
BARDBARMA1,6/12/2013,Band,2690-87728,SY,M,CP,NULL,11.5,66,64,18.7
BARDBARMA1,6/12/2013,Band,2561-86620,ASY,F,BP,NULL,39.52,92,103,31.7
BARDBARMA1,6/12/2013,Band,2561-86621,ASY,M,CP,NULL,36.22,89,99,31.1
BARDBARMA1,6/12/2013,Band,2690-87711,AHY,F,BP,NULL,12.77,48,42,18.45
PAGEALLMA1,6/12/2013,Band,1891-11051,ASY,M,CP,NULL,45.67,99,105,32.2
PAGEALLMA1,6/12/2013,Band,1891-11052,ASY,M,CP,NULL,44.37,98,107,32
BARDBARMA1,6/12/2013,Recap,2531-91148,AHY,F,BP,NULL,42.66,89,98,28.5
PAGEALLMA1,6/12/2013,Band,2571-83040,ASY,F,BP,NULL,20.77,60,64,25.5
PAGEALLMA1,6/12/2013,Band,2291-44281,AHY,M,CP,NULL,20.64,64,64,28.6
HALLJENMA1,6/13/2013,Band,2561-86622,AHY,M,CP,NULL,36.25,88,92,32.3
HALLJENMA1,6/13/2013,Band,2371-04313,AHY,F,BP,NULL,20.22,62,63,24.2
HALLJENMA1,6/13/2013,Band,2371-04312,SY,M,CP,NULL,21.62,66,66,24.5
MARTJUAMA1,6/13/2013,Band,1891-11053,ASY,F,BP,NULL,43.07,77,87,30.3
GAIEMELMA1,6/14/2013,Band,1212-52844,SY,M,CP,NULL,77.77,126,102,37.6
GAIEMELMA1,6/14/2013,Band,1212-52845,AHY,M,CP,NULL,75.69,124,102,39.3
BURGMARMA1,6/14/2013,Band,2571-83041,ASY,F,BP,NULL,NULL,57,47,NULL
BURGMARMA1,6/14/2013,Band,2571-83042,ASY,F,BP,NULL,18.42,58,53,26.9
GAIEMELMA1,6/14/2013,Band,2561-86624,ASY,M,CP,NULL,35.87,92,100,32.2
BURGMARMA1,6/14/2013,Band,1891-11054,ASY,F,BP,NULL,36.19,89,92,34.6
GAIEMELMA1,6/14/2013,Band,2561-86623,SY,F,BP,NULL,36.6,88,92,30.8
GAIEMELMA1,6/14/2013,Band,2561-86625,AHY,M,CP,NULL,33.87,88,97,30
GAIEMELMA1,6/14/2013,Recap,2291-44294,ASY,M,CP,NULL,23.62,66,71,24
GAIEMELMA1,6/14/2013,Band,2371-04314,AHY,F,BP,NULL,21.5,63,64,23.7
BURGMARMA1,6/14/2013,Band,2571-83043,ASY,M,CP,NULL,21.78,67,67,29.9
HENDANNMA1,6/15/2013,Band,1212-52843,SY,F,BP,NULL,83.59,120,95,37.8
SLONJOHMA1,6/15/2013,Band,2690-87593,ASY,F,BP,NULL,NULL,NULL,NULL,NULL
HENDANNMA1,6/15/2013,Band,2690-87729,AHY,U,BP,NULL,11.2,60,NULL,18.3
HENDANNMA1,6/15/2013,Band,2690-87730,SY,M,CP,NULL,12.07,67,62,19.6
HENDANNMA1,6/15/2013,Band,2371-04317,AHY,M,CP,NULL,21.66,58,53,25.5
HENDANNMA1,6/15/2013,Band,2561-86699,SY,M,CP,NULL,35.25,88,95,30.7
HENDANNMA1,6/15/2013,Band,2561-86626,AHY,M,CP,NULL,39.45,88,94,31.4
HENDANNMA1,6/15/2013,Band,2690-87731,ASY,M,CP,NULL,11.34,93,44,19.2
HENDANNMA1,6/15/2013,Band,2371-04315,AHY,M,CP,NULL,20.23,65,66,23.9
HENDANNMA1,6/15/2013,Band,2371-04316,HY,U,J,NULL,18.62,64,58,24
SINIKRIMA1,6/17/2013,Band,1212-52841,ASY,M,CP,NULL,79.8,126,95,37.9
SINIKRIMA1,6/17/2013,Band,1212-52842,SY,M,CP,NULL,76.27,129,103,36.9
SINIKRIMA1,6/17/2013,Band,1212-52840,ASY,F,BP,NULL,85.39,125,97,38
SINIKRIMA1,6/17/2013,Band,2690-87733,HY,U,J,NULL,10.56,59,55,17.2
SINIKRIMA1,6/17/2013,Band,2690-87732,SY,M,CP,NULL,10.96,67,63,19.2
SINIKRIMA1,6/17/2013,Band,2561-86698,AHY,M,CP,NULL,37.69,97,100,32
SINIKRIMA1,6/17/2013,Band,2371-04318,AHY,M,CP,NULL,23.04,69,71,24.6
WILLJUDMA1,6/18/2013,Band,1212-52839,SY,M,CP,NULL,74.56,129,101,38.2
ZIMMBOBMA1,6/18/2013,Band,1212-36659,ASY,F,BP,NULL,82.6,123,95,45.2
WILLJUDMA1,6/18/2013,Band,2561-86630,ASY,F,BP,NULL,36.85,91,93,30.5
WILLJUDMA1,6/18/2013,Band,2561-86629,AHY,M,CP,NULL,35.58,89,92,31.6
ZIMMBOBMA1,6/18/2013,Band,1891-11056,ASY,M,CP,NULL,34.36,92,99,38
ZIMMBOBMA1,6/18/2013,Band,1891-11057,ASY,M,CP,NULL,35.58,89,96,31.1
ZIMMBOBMA1,6/18/2013,Band,2531-91186,ASY,F,BP,NULL,37.47,92,97,36.1
ZIMMBOBMA1,6/18/2013,Band,2690-87596,AHY,M,CP,NULL,10.41,50,41,21.6
ZIMMBOBMA1,6/18/2013,Band,2531-91187,AHY,F,BP,NULL,40.97,91,101,32.8
WILLJUDMA1,6/18/2013,Band,2371-04319,AHY,M,CP,NULL,22.22,64,66,24.8
HAZZANNMA1,6/19/2013,Band,1891-11055,ASY,F,BP,NULL,43.72,92,97,32.5
JORGJANMA1,6/20/2013,Band,1212-52857,SY,M,CP,NULL,72.64,126,99,35.8
JORGJANMA1,6/20/2013,Band,2690-87743,HY,U,J,NULL,10.89,59,53,18.6
JORGJANMA1,6/20/2013,Band,2690-87741,HY,U,J,NULL,11.79,63,56,19.4
JORGJANMA1,6/20/2013,Band,2690-87742,HY,U,J,NULL,11.44,61.5,53,18.9
JORGJANMA1,6/20/2013,Band,2690-87744,HY,U,J,NULL,10.19,60,54,18.1
JORGJANMA1,6/20/2013,Band,2561-86697,ASY,U,U,NULL,36.4,86,94,31.9
JORGJANMA1,6/20/2013,Band,2561-86631,AHY,M,CP,NULL,44.61,96,111,28
JORGJANMA1,6/20/2013,Band,1212-52838,AHY,M,CP,NULL,51.7,117,126,36
JORGJANMA1,6/20/2013,Band,2371-04321,SY,M,CP,NULL,22.41,66,69,24.8
JORGJANMA1,6/20/2013,Band,2371-04320,HY,U,J,NULL,18.47,61,59,23.2
SURNSANMA1,6/20/2013,Band,2690-87600,HY,U,J,NULL,11.94,65,63,22.8
SURNSANMA1,6/20/2013,Band,2690-87598,U,U,U,NULL,11.43,65,60,23.5
SURNSANMA1,6/20/2013,Band,2690-87599,HY,U,J,NULL,11.06,62,62,20.9
SURNSANMA1,6/20/2013,Band,2531-91188,ASY,F,BP,NULL,37.4,93,98,37
SURNSANMA1,6/20/2013,Band,1891-11058,ASY,M,CP,NULL,34.47,96,96,30.6
SURNSANMA1,6/20/2013,Band,2690-87597,HY,U,J,NULL,11.49,49,44,22.8
SURNSANMA1,6/20/2013,Recap,2690-87836,ASY,M,CP,NULL,10.21,50,44,23.3
SURNSANMA1,6/20/2013,Band,2640-94501,ASY,F,BP,NULL,12.68,47,39,28.8
SURNSANMA1,6/20/2013,Band,2551-91200,HY,U,J,NULL,39.31,88,94,30.6
SURNSANMA1,6/20/2013,Band,2571-83044,SY,M,CP,NULL,21.77,68,69,27.1
MALTELIMA1,6/21/2013,Band,2540-94504,AHY,F,BP,NULL,10.67,63,59,21.5
MALTELIMA1,6/21/2013,Recap,2690-87934,SY,F,BP,NULL,11.35,63,61,25.2
MALTELIMA1,6/21/2013,Band,2540-94503,AHY,F,BP,NULL,11.29,65,58,22.5
MALTELIMA1,6/21/2013,Band,2540-94502,SY,M,CP,NULL,11.5,67,65,22.9
MALTELIMA1,6/21/2013,Band,2531-91189,AHY,M,CP,NULL,42.16,92,95,30.3
BARSTINMA1,6/22/2013,Band,1212-36660,ASY,F,BP,NULL,74.46,123,98,37.3
BARSTINMA1,6/22/2013,Band,1212-36661,AHY,M,CP,NULL,77.46,129,97,38.8
BARSTINMA1,6/22/2013,Band,2540-94505,AHY,M,CP,NULL,11.51,66,60,22.3
BARSTINMA1,6/22/2013,Band,2571-83045,ASY,M,CP,NULL,21.91,59,49,25.6
BARSTINMA1,6/22/2013,Band,1891-11059,ASY,F,BP,NULL,40.84,90,99,32.5
BARSTINMA1,6/22/2013,Band,2531-91190,ASY,M,CP,NULL,38.12,91,101,32.2
BARSTINMA1,6/22/2013,Band,1891-11060,ASY,F,BP,NULL,45.88,94,104,32.2
SHERALEMA1,6/23/2013,Band,2540-94507,HY,U,J,NULL,11.23,54,61,22.1
SHERALEMA1,6/23/2013,Band,2540-94509,HY,U,J,NULL,11.6,64,62,21.8
SHERALEMA1,6/23/2013,Band,2540-94506,SY,M,CP,NULL,11.08,63,59,22.6
SHERALEMA1,6/23/2013,Band,2540-94508,HY,U,J,NULL,10.8,61,58,20.9
BRODDORMA1,6/23/2013,Band,2690-87739,SY,F,BP,NULL,10.46,62,58,19
BRODDORMA1,6/23/2013,Band,2690-87735,HY,U,J,NULL,12,66,63,19.7
BRODDORMA1,6/23/2013,Band,2690-87736,SY,F,BP,NULL,10.86,58,59,18.4
BRODDORMA1,6/23/2013,Band,2690-87738,SY,M,CP,NULL,12.05,67,65,19.3
BRODDORMA1,6/23/2013,Band,2561-86627,SY,F,BP,NULL,36.11,87,91,31.1
BRODDORMA1,6/23/2013,Band,2561-86628,ASY,M,CP,NULL,35.29,87,91,32.2
BRODDORMA1,6/23/2013,Band,2690-87737,AHY,M,CP,NULL,10.65,48,44,19.4
BRODDORMA1,6/23/2013,Band,2690-87740,AHY,M,CP,NULL,10.82,48,39,19.7
BRODDORMA1,6/23/2013,Band,2690-87734,AHY,F,BP,NULL,10.28,48.5,43,19.7
BLECLANMA1,6/24/2013,Band,2540-94510,SY,F,BP,NULL,11.51,65,62,27.8
BLECLANMA1,6/24/2013,Band,2291-44279,ASY,M,CP,NULL,19.26,60,46,25.3
BLECLANMA1,6/24/2013,Band,2531-91191,SY,M,CP,NULL,35.62,89,88,31.5
BLECLANMA1,6/24/2013,Band,2531-91192,ASY,F,BP,NULL,37,92,96,31.8
BLECLANMA1,6/24/2013,Band,2531-91194,ASY,F,BP,NULL,41.02,88,95,31.8
BLECLANMA1,6/24/2013,Band,2531-91195,ASY,M,CP,NULL,34.55,87,88,31.5
BLECLANMA1,6/24/2013,Band,2531-91193,ASY,M,CP,NULL,33.13,92,97,30
BLECLANMA1,6/24/2013,Band,2291-44280,ASY,M,CP,NULL,20.78,59,66,24.7
DROLBARMA1,6/25/2013,Band,1212-52837,ASY,M,CP,NULL,76.9,127,103,37.5
DROLBARMA1,6/25/2013,Band,2690-87746,SY,M,CP,NULL,11.88,65,63,19.2
DROLBARMA1,6/25/2013,Band,2561-86696,ASY,M,CP,NULL,35.11,88,93,32
DROLBARMA1,6/25/2013,Band,2690-87745,AHY,M,CP,NULL,11.07,52,47,20.4
STEPJANMA1,6/25/2013,Band,1212-36663,ASY,F,BP,NULL,89.62,122,91,37.9
STEPJANMA1,6/25/2013,Band,1212-36662,ASY,F,BP,NULL,78.96,127,99,34.1
ZINNMARMA1,6/26/2013,Band,1212-11432,SY,M,CP,NULL,80.41,125,101,34.5
ZINNMARMA1,6/26/2013,Band,1212-11434,ASY,M,CP,NULL,78.93,131,104,37.8
CHARANDMA1,6/26/2013,Band,2690-87748,SY,M,CP,NULL,11.81,66,67,19.2
CHARANDMA1,6/26/2013,Band,2690-87747,ASY,M,CP,NULL,10.74,66,62,18.5
ZINNMARMA1,6/26/2013,Band,1212-11433,ASY,M,CP,NULL,51.58,119,128,42.5
ZINNMARMA1,6/26/2013,Band,2571-83046,ASY,M,CP,NULL,22.56,67,67,25.5
ZINNMARMA1,6/26/2013,Band,2291-44278,ASY,M,CP,NULL,20.88,64,61,23.2
DOPPJANMA1,6/27/2013,Band,1212-52856,SY,M,CP,NULL,72.31,129,105,36.4
DOPPJANMA1,6/27/2013,Band,1212-52896,SY,F,BP,NULL,76.05,118,88,36.8
DOPPJANMA1,6/27/2013,Band,2690-87751,HY,U,J,NULL,11.73,67,65,19.3
DOPPJANMA1,6/27/2013,Band,2690-87752,HY,U,J,NULL,10.51,63,63,18.9
DOPPJANMA1,6/27/2013,Band,2690-87753,HY,U,J,NULL,11.05,65,62,19.1
DOPPJANMA1,6/27/2013,Band,2690-87754,HY,U,J,NULL,12.4,66,66,19.5
DOPPJANMA1,6/27/2013,Band,2690-87755,ASY,M,CP,NULL,11.52,66,65,19.2
DOPPJANMA1,6/27/2013,Band,2371-04322,AHY,M,CP,NULL,21.07,58,50,25.2
DOPPJANMA1,6/27/2013,Band,2561-86693,SY,M,CP,NULL,35.43,89,93,30.6
DOPPJANMA1,6/27/2013,Band,2561-86694,ASY,M,CP,NULL,34.41,90,98,30.9
DOPPJANMA1,6/27/2013,Band,2561-86692,SY,M,CP,NULL,37.69,86,93,32.7
DOPPJANMA1,6/27/2013,Band,2561-86695,ASY,M,CP,NULL,35.82,93,98,32.7
DOPPJANMA1,6/27/2013,Band,2690-87749,AHY,M,CP,NULL,10.25,50,44,18.4
DOPPJANMA1,6/27/2013,Band,2690-87750,AHY,F,BP,NULL,11.1,49,43,18.5
LATHJANMA1,6/28/2013,Band,2371-04323,AHY,M,CP,NULL,19.19,62,52,24.6
KINGDAVMA1,7/1/2013,Band,2690-87757,SY,M,CP,NULL,12.71,67,66,19.45
KINGDAVMA1,7/1/2013,Band,2690-87758,HY,U,J,NULL,11.66,66,64,19.5
KINGDAVMA1,7/1/2013,Band,2371-04324,AHY,F,BP,NULL,NULL,59,50,23.5
KINGDAVMA1,7/1/2013,Band,2371-04325,AHY,M,CP,NULL,21.42,62,58,24.5
JONEJULMA1,7/1/2013,Band,1891-11062,ASY,M,CP,NULL,36.23,99,98,32
KINGDAVMA1,7/1/2013,Band,2561-86691,AHY,M,CP,NULL,37.51,93,98,32.85
JONEJULMA1,7/1/2013,Band,2531-91196,ASY,F,BP,NULL,34.77,86,93,21.7
JONEJULMA1,7/1/2013,Band,1891-11063,SY,M,CP,NULL,33.3,90,92,31.8
JONEJULMA1,7/1/2013,Band,1891-11061,ASY,F,BP,NULL,39.84,89,96,21.9
KINGDAVMA1,7/1/2013,Band,2690-87756,AHY,M,CP,NULL,10.65,48,42,18.5
KINGDAVMA1,7/1/2013,Band,2690-87759,AHY,M,CP,NULL,10.06,50,42,18.3
JONEJULMA1,7/1/2013,Band,1891-11064,ASY,M,CP,NULL,42.3,91,95,26.1
FORDSUSMA1,7/2/2013,Band,2561-86633,AHY,F,BP,NULL,35.61,88,98,32.8
KLOTBRUMA1,7/2/2013,Band,2531-91198,ASY,F,BP,NULL,35.89,88,88,29.4
KLOTBRUMA1,7/2/2013,Band,2531-91197,ASY,M,CP,NULL,35.68,94,92,31.5
FORDSUSMA1,7/2/2013,Band,2361-86634,ASY,M,CP,NULL,33.66,NULL,NULL,NULL
KLOTBRUMA1,7/2/2013,Band,1891-11065,SY,F,BP,NULL,37.83,88,88,33.3
FORDSUSMA1,7/2/2013,Band,2561-86632,ASY,M,CP,NULL,35.31,93,101,31.5
FORDSUSMA1,7/2/2013,Band,2690-87760,AHY,M,CP,NULL,10.16,49,42,19.4
KLOTBRUMA1,7/2/2013,Band,2540-94511,AHY,F,BP,NULL,11.19,48,44,18
KLOTBRUMA1,7/2/2013,Band,2571-83049,SY,M,CP,NULL,21.02,61,68,23.8
FORDSUSMA1,7/2/2013,Band,2371-04326,HY,U,J,NULL,19.94,61,62,24.2
KLOTBRUMA1,7/2/2013,Band,2571-83048,ASY,F,BP,NULL,19.06,61,65,22.9
KLOTBRUMA1,7/2/2013,Band,2571-83047,ASY,M,CP,NULL,20.79,67,70,29.1
DAVIJUDMA1,7/3/2013,Band,2690-87761,ASY,M,CP,NULL,10.23,64,64,18.4
DAVIJUDMA1,7/3/2013,Band,2690-87763,HY,U,J,NULL,11.01,64,60,19.2
DAVIJUDMA1,7/3/2013,Band,2690-87762,HY,U,J,NULL,10.79,62,56,17.9
DAVIJUDMA1,7/3/2013,Band,2561-86635,ASY,M,CP,NULL,32.7,94,101,31.6
FAERHOWMA1,7/4/2013,Band,2690-87765,SY,M,CP,NULL,11.88,65,66,19.4
FAERHOWMA1,7/4/2013,Band,2690-87764,AHY,M,CP,NULL,11.41,65,61,18.2
FAERHOWMA1,7/4/2013,Band,2371-04328,ASY,U,U,NULL,21.08,61,55,26.5
FAERHOWMA1,7/4/2013,Band,2371-04327,SY,M,CP,NULL,20.46,65,67,23.8
BURNNIKMA1,7/6/2013,Band,2690-87766,AHY,M,CP,NULL,11.04,66,64,18.9
SLONSUSMA1,7/6/2013,Band,2540-94513,AHY,M,CP,NULL,11.49,70,60,21.6
BURNNIKMA1,7/6/2013,Band,2690-87767,HY,U,J,NULL,10.75,64,62,18.7
SLONSUSMA1,7/6/2013,Band,2540-94512,AHY,F,BP,NULL,11.13,68,63,23.6
BURNNIKMA1,7/6/2013,Band,2561-86636,HY,U,J,NULL,35.6,89,90,31.2
SLONSUSMA1,7/6/2013,Band,2531-91199,AHY,F,BP,NULL,40.2,92,96,28.2
WILDSIEMA1,7/7/2013,Band,2540-94514,HY,U,J,NULL,10.87,65,65,20.1
WILDSIEMA1,7/7/2013,Band,2561-85701,ASY,M,CP,NULL,41.02,97,102,28.8
WILDSIEMA1,7/7/2013,Band,2571-83050,ASY,F,BP,NULL,19.48,61,61,23.2
ZEPKJANMA1,7/8/2013,Band,2690-87769,HY,U,J,NULL,10.31,62,59,18.5
ZEPKJANMA1,7/8/2013,Band,2371-04329,ASY,F,BP,NULL,20.07,59,49,24.9
ZEPKJANMA1,7/8/2013,Band,2690-87768,AHY,M,CP,NULL,11.11,50,44,19.4
ZEPKJANMA1,7/8/2013,Band,2561-86638,HY,U,J,NULL,44.29,83,89,27.7
ZEPKJANMA1,7/8/2013,Band,2561-86637,ASY,M,CP,NULL,48.16,95,NULL,28.9
ROGEANDMA1,7/8/2013,Band,2571-83051,ASY,M,CP,NULL,20.66,63,62,25.3
WESCCATMA1,7/9/2013,Band,2540-94515,HY,U,J,NULL,10.9,63,57,20
WESCCATMA1,7/9/2013,Band,2540-94516,HY,U,J,NULL,10.58,64,61,19.7
CANNANNMA1,7/9/2013,Band,2561-86640,ASY,M,CP,NA,NA,89,99,30.65
CANNANNMA1,7/9/2013,Band,2561-86641,SY,M,CP,NA,36.88,89,95,32
CANNANNMA1,7/9/2013,Band,2690-87770,AHY,M,CP,NA,10.33,51,41.5,19.25
CANNANNMA1,7/9/2013,Band,2561-86639,ASY,M,CP,NA,44.52,95,106,28.9
CANNANNMA1,7/9/2013,Band,1212-52836,SY,M,CP,NA,73.89,118,91,38.2
CANNANNMA1,7/9/2013,Band,2561-86642,SY,M,CP,NA,34.1,83,90,31
BODKANNMA1,7/10/2013,Band,2690-87771,SY,M,CP,NULL,11.32,63,61,18.95
BODKANNMA1,7/10/2013,Band,2690-87772,AHY,F,BP,NULL,10.96,62,61,18.8
BODKANNMA1,7/10/2013,Band,2690-87773,HY,U,J,NULL,10.1,61,60,18.75
BODKANNMA1,7/10/2013,Band,2561-86643,HY,U,J,NULL,41.39,84,92,28.8
BODKANNMA1,7/10/2013,Band,2561-86644,ASY,M,CP,NULL,46.13,90,101,29.6
RINADAVMA1,7/10/2013,Band,2540-94517,AHY,M,CP,NULL,11.57,68,62,19.2
RINADAVMA1,7/10/2013,Band,2540-94518,AHY,F,BP,NULL,9.97,63,54,19
RINADAVMA1,7/10/2013,Band,2571-83052,ASY,M,CP,NULL,20.51,67,67,24.2
ATHEJIMMA1,7/11/2013,Band,2371-04334,AHY,F,BP,NULL,17.62,56,50,24.1
ATHEJIMMA1,7/11/2013,Band,2561-86648,ASY,M,CP,NULL,37.25,91,98,32
ATHEJIMMA1,7/11/2013,Band,2561-86647,ASY,M,CP,NULL,34.52,92,104,31.6
ATHEJIMMA1,7/11/2013,Band,2561-86645,SY,M,CP,NULL,36.79,92,99,32.2
ATHEJIMMA1,7/11/2013,Band,2561-86646,SY,F,BP,NULL,NULL,87,95,32.6
ATHEJIMMA1,7/11/2013,Band,2690-87774,AHY,F,BP,NULL,10.87,51,46,19
ATHEJIMMA1,7/11/2013,Band,2371-04333,AHY,M,CP,NULL,21.24,66,68,24.2
ATHEJIMMA1,7/11/2013,Band,2371-04331,HY,U,J,NULL,18.53,60,62,23.6
ATHEJIMMA1,7/11/2013,Band,2371-04332,AHY,U,U,NULL,23.36,65,66,25.2
ATHEJIMMA1,7/11/2013,Band,2371-04330,HY,U,J,NULL,19.6,59.5,59,25.35
LAMBJANMA1,7/12/2013,Band,2690-87779,U,U,U,NULL,9.64,63,60,17.9
LAMBJANMA1,7/12/2013,Band,2690-87778,HY,U,J,NULL,11.02,65,65,18.7
LAMBJANMA1,7/12/2013,Band,2561-86650,ASY,M,CP,NULL,41.08,89,102,30.3
LAMBJANMA1,7/12/2013,Band,2561-86649,ASY,M,CP,NULL,38.73,90,106,33
LAMBJANMA1,7/12/2013,Band,2690-87777,ASY,M,CP,NULL,11.05,50,44,19.5
LAMBJANMA1,7/12/2013,Band,2690-87775,AHY,M,CP,NULL,11.6,50,45,19.7
LAMBJANMA1,7/12/2013,Band,2690-87776,AHY,M,CP,NULL,11.29,51,45,17.8
LAPPHENMA1,7/12/2013,Band,2540-94519,AHY,M,CP,NULL,9.65,51,44,19.3
LAMBJANMA1,7/12/2013,Band,2371-04335,HY,U,J,NULL,20.11,67,72,24
MATUKEVMA1,7/14/2013,Band,2540-94526,HY,U,J,NULL,10.18,62,60,21.1
MATUKEVMA1,7/14/2013,Band,2540-94527,HY,U,J,NULL,11.22,66,63,18.7
MATUKEVMA1,7/14/2013,Band,2540-94524,HY,U,J,NULL,11.55,66,65,19.8
MATUKEVMA1,7/14/2013,Band,2540-94525,HY,U,J,NULL,10.02,64,60,18.8
MATUKEVMA1,7/14/2013,Band,2540-94523,AHY,F,BP,NULL,10.53,64,58,20.4
MATUKEVMA1,7/14/2013,Band,2540-94528,HY,U,J,NULL,10.15,64,61,21.3
MATUKEVMA1,7/14/2013,Band,1891-11066,ASY,M,CP,NULL,33.44,88,95,32
MATUKEVMA1,7/14/2013,Band,2540-94520,U,U,U,NULL,NULL,52,45,19.2
MATUKEVMA1,7/14/2013,Band,2540-94521,ASY,M,CP,NULL,10.83,52,42,19
MATUKEVMA1,7/14/2013,Band,2540-94522,AHY,F,BP,NULL,14.05,48,42,19
KELLSETMA1,7/15/2013,Band,1891-11069,ASY,M,CP,NULL,32.85,90,97,31
SPLAMARMA1,7/15/2013,Band,2690-87780,AHY,M,CP,NULL,11.2,49,45,18.8
KELLSETMA1,7/15/2013,Band,2540-94529,AHY,F,BP,NULL,10.91,47,46,17.8
KELLSETMA1,7/15/2013,Band,2540-94530,AHY,M,CP,NULL,11.78,52,43,20
KELLSETMA1,7/15/2013,Band,1891-11068,ASY,F,BP,NULL,41.99,91,99,28
KELLSETMA1,7/15/2013,Band,1891-11067,HY,U,J,NULL,42.46,90,98,28.1
SPLAMARMA1,7/15/2013,Band,1212-52834,SY,M,CP,NULL,47.5,111,119,37
KELLSETMA1,7/15/2013,Band,2571-83054,ASY,M,CP,NULL,21.03,66,69,24.1
KELLSETMA1,7/15/2013,Band,2571-83056,HY,U,J,NULL,20.12,63,59,22.8
KELLSETMA1,7/15/2013,Band,2571-83059,ASY,F,BP,NULL,20.74,63,64,23.4
KELLSETMA1,7/15/2013,Band,2571-83053,HY,U,J,NULL,20.72,65,64,23.4
KELLSETMA1,7/15/2013,Band,2571-83057,HY,U,J,NULL,20.34,66,66,24.7
KELLSETMA1,7/15/2013,Band,2571-83058,HY,U,J,NULL,17.47,63,NULL,23.5
KELLSETMA1,7/15/2013,Band,2571-83055,HY,U,J,NULL,20.61,67,69,24.3
SPLAMARMA1,7/15/2013,Band,2371-04336,SY,M,CP,NULL,21.67,64,65,24.5
KELLSETMA1,7/15/2013,Band,2571-83061,HY,U,J,NULL,18.42,61,60,23
KELLSETMA1,7/15/2013,Band,2571-83060,HY,U,J,NULL,20.97,64,67,25.7
