siteID,date.Of.Encounter,ENCOUNTER.TYPE,bandNumber,age,sex,breedingCond,fat,mass,wing,tl,tarsus
KELLSETMA1,7/15/2013,Recap,2571-83007,ASY,M,CP,NULL,21.62,65,67,25.5
SPLAMARMA1,7/15/2013,Band,2371-04337,HY,U,J,NULL,21.22,63,64,24.3
ESPIJUDMA1,7/16/2013,Band,2690-87781,HY,U,J,NULL,11.49,67,67,19.2
ESPIJUDMA1,7/16/2013,Band,2561-86654,ASY,M,CP,NULL,35.32,92,103,30
ESPIJUDMA1,7/16/2013,Band,2690-87782,AHY,M,CP,NULL,10.86,49,42,19.7
ESPIJUDMA1,7/16/2013,Band,2561-86651,AHY,M,CP,NULL,42.23,91,100,27.6
ESPIJUDMA1,7/16/2013,Band,2561-86652,HY,U,J,NULL,42.64,86,97,27.3
ESPIJUDMA1,7/16/2013,Band,2561-86653,AHY,M,CP,NULL,41.41,95,106,27
GRIFRACMA1,7/16/2013,Band,1891-11073,HY,U,J,NULL,35.28,90,89,31.5
GRIFRACMA1,7/16/2013,Band,1891-11071,SY,M,CP,NULL,36.21,87,92,31.9
GRIFRACMA1,7/16/2013,Band,1891-11070,SY,F,BP,NULL,NULL,88,89,31.8
GRIFRACMA1,7/16/2013,Band,1891-11072,ASY,M,CP,NULL,41.63,92,97,28.1
GRIFRACMA1,7/16/2013,Band,1212-36664,ASY,M,CP,NULL,49.5,116,125,36.3
LEARKATMA1,7/17/2013,Band,2690-87785,HY,U,J,NULL,11.72,65,69,18.4
HAMMSHIMA1,7/17/2013,Band,2540-94531,SY,M,CP,NULL,11.3,66,63,21.15
HAMMSHIMA1,7/17/2013,Band,2291-44277,ASY,F,BP,NULL,17.4,57,50,23.5
HAMMSHIMA1,7/17/2013,Band,2291-44275,HY,U,J,NULL,20.29,62,48,25.8
LEARKATMA1,7/17/2013,Band,2561-86656,SY,M,CP,NULL,33.26,86,98,30.4
LEARKATMA1,7/17/2013,Band,2561-86658,SY,M,CP,NULL,35.96,88,98,32.7
LEARKATMA1,7/17/2013,Band,2561-86659,SY,F,BP,NULL,37.07,84,91,31.8
LEARKATMA1,7/17/2013,Band,2561-86655,ASY,M,CP,NULL,35.04,92,100,30.7
LEARKATMA1,7/17/2013,Band,2690-87784,AHY,M,CP,NULL,11.32,49,45,19.3
LEARKATMA1,7/17/2013,Band,2690-87783,AHY,M,CP,NULL,11.29,52,44,19.5
LEARKATMA1,7/17/2013,Band,2561-86657,AHY,M,CP,NULL,43.78,97,109,28.3
GREERICMA1,7/18/2013,Band,1212-11436,ASY,M,CP,NULL,79.48,130,101,39.1
GREERICMA1,7/18/2013,Band,1212-11435,HY,U,J,NULL,79.78,129,98,37.7
GREERICMA1,7/18/2013,Band,1891-11075,ASY,F,BP,NULL,38.67,89,100,31.4
GREERICMA1,7/18/2013,Band,1891-11077,ASY,F,BP,NULL,39.52,92,98,32.2
GREERICMA1,7/18/2013,Band,1891-11076,SY,F,BP,NULL,36.24,85,91,32.4
SCIBLINMA1,7/18/2013,Band,2561-86660,HY,U,J,NULL,36.26,88,91,32
GREERICMA1,7/18/2013,Band,1891-11074,ASY,M,CP,NULL,34.05,92,93,27
NUESRAIMA1,7/19/2013,Band,2690-87788,HY,U,J,NULL,10.6,62,61,20.8
NUESRAIMA1,7/19/2013,Band,2690-87787,HY,U,J,NULL,10.87,64,62,19.2
NUESRAIMA1,7/19/2013,Band,2371-04346,HY,U,J,NULL,20.91,59,48,24.4
NUESRAIMA1,7/19/2013,Band,2371-04343,ASY,U,U,NULL,17.35,58,50,21
NUESRAIMA1,7/19/2013,Band,2371-04342,ASY,M,CP,NULL,19.82,58,52,20.4
NUESRAIMA1,7/19/2013,Band,2561-86661,SY,F,BP,NULL,38.24,90,101,31.2
NUESRAIMA1,7/19/2013,Band,2561-86662,ASY,F,BP,NULL,38.53,91,96,31.3
NUESRAIMA1,7/19/2013,Band,2690-87786,HY,U,J,NULL,10.86,50,45,17.9
NUESRAIMA1,7/19/2013,Band,1891-11078,AHY,M,CP,NULL,40.85,90,107,26.9
NUESRAIMA1,7/19/2013,Band,2371-04347,SY,M,CP,NULL,20.5,65,68,23.6
NUESRAIMA1,7/19/2013,Band,2371-04341,ASY,M,CP,NULL,21.12,69,71,24.5
NUESRAIMA1,7/19/2013,Band,2371-04344,HY,U,J,NULL,20.4,64,63,24.5
NUESRAIMA1,7/19/2013,Band,2371-04340,ASY,M,CP,NULL,19.28,65,68,22.3
NUESRAIMA1,7/19/2013,Band,2371-04345,HY,U,J,NULL,NULL,59,48,24.5
NUESRAIMA1,7/19/2013,Band,2371-04338,ASY,F,BP,NULL,21.77,64,63,23.5
STEVSADMA1,7/20/2013,Band,1212-11439,SY,F,BP,NULL,66.84,124,98,36.6
STEVSADMA1,7/20/2013,Band,1891-11081,SY,M,CP,NULL,37.78,87,103,30.4
STEVSADMA1,7/20/2013,Band,1891-11079,SY,F,BP,NULL,32.59,72,88,28
STEVSADMA1,7/20/2013,Band,1891-11080,AHY,M,CP,NULL,43.37,97,105,27.4
STEVSADMA1,7/20/2013,Band,1212-11438,ASY,M,CP,NULL,51.72,116,12.3,37.8
STEVSADMA1,7/20/2013,Band,1212-11440,SY,M,CP,NULL,45.66,107,119,35.1
STEVSADMA1,7/20/2013,Band,2571-83062,ASY,M,CP,NULL,25.45,65,66,24.7
MERIMARMA1,7/20/2013,Band,2690-87791,HY,U,J,NULL,10.44,65,65,18.2
MERIMARMA1,7/20/2013,Band,2690-87790,HY,U,J,NULL,10.68,63,64,18.5
MERIMARMA1,7/20/2013,Band,2690-87794,HY,U,J,NULL,9.37,61,59,18.2
MERIMARMA1,7/20/2013,Band,2690-87793,ASY,F,BP,NULL,9.51,60,63,17.8
MERIMARMA1,7/20/2013,Band,2690-87792,AHY,U,U,NULL,11.38,66,64,18.9
MERIMARMA1,7/20/2013,Band,2690-87789,SY,U,U,NULL,10.59,65,65,17.8
MERIMARMA1,7/20/2013,Band,2371-04349,ASY,F,BP,NULL,19.68,58,47,24.6
MERIMARMA1,7/20/2013,Band,2371-04348,ASY,F,BP,NULL,16.48,55,49,23.7
KISTSANMA1,7/24/2013,Band,1212-11441,ASY,M,CP,NULL,78.85,129,97,40
BRIDNATMA1,7/24/2013,Band,2660-85447,HY,U,J,NULL,11.43,67,65,19.4
BRIDNATMA1,7/24/2013,Band,2690-87800,HY,U,J,NULL,9.24,61,60,18.3
BRIDNATMA1,7/24/2013,Band,2660-85448,HY,U,J,NULL,10.4,62,60,18.8
BRIDNATMA1,7/24/2013,Band,2690-87798,HY,U,J,NULL,10.2,66,67,18.6
BRIDNATMA1,7/24/2013,Band,2690-87799,HY,U,J,NULL,10.58,64,63,19.3
KISTSANMA1,7/24/2013,Band,1891-11083,ASY,F,BP,NULL,47.43,85,89,31.8
BRIDNATMA1,7/24/2013,Band,2660-85449,AHY,F,BP,NULL,10.28,46,42,18.45
BRIDNATMA1,7/24/2013,Band,2660-85446,HY,U,J,NULL,10.68,50,44,19.8
BRIDNATMA1,7/24/2013,Band,2690-87796,AHY,M,CP,NULL,10.31,49,45,19.5
BRIDNATMA1,7/24/2013,Band,2690-87797,HY,U,J,NULL,9.8,49.5,46,19.5
KISTSANMA1,7/24/2013,Band,2540-94532,AHY,M,CP,NULL,9.43,49,40,18.8
BRIDNATMA1,7/24/2013,Band,2690-87795,HY,U,J,NULL,9.92,49,40,21.3
KISTSANMA1,7/24/2013,Band,1891-11082,AHY,M,CP,NULL,41.09,94,101,29.3
BRIDNATMA1,7/24/2013,Band,2561-86664,AHY,F,BP,NULL,39.98,88,101,27.8
BRIDNATMA1,7/24/2013,Band,2561-86663,AHY,M,CP,NULL,43.06,95,106,28.1
BROOBOBMA1,7/25/2013,Band,1212-52855,SY,F,BP,NULL,74.29,117,92,36.2
BROOBOBMA1,7/25/2013,Band,2371-04350,U,U,U,NULL,18.13,59,51,24.1
BROOBOBMA1,7/25/2013,Band,2561-86665,SY,M,CP,NULL,38.01,88,94,32.8
BROOBOBMA1,7/25/2013,Band,2561-86666,SY,M,CP,NULL,21.64,90,95,31.4
BROOBOBMA1,7/25/2013,Band,2561-86690,AHY,F,BP,NULL,37.27,87,93,31.5
CALLEVEMA1,7/25/2013,Band,2540-94533,AHY,M,CP,NULL,11.61,53,45,29.2
VARLKARMA1,7/26/2013,Band,1212-11442,SY,F,BP,NULL,84.55,121,88,37.2
VARLKARMA1,7/26/2013,Band,2540-94534,SY,F,BP,NULL,11.39,68,66,20.1
VARLKARMA1,7/26/2013,Band,2540-94535,HY,U,J,NULL,10.63,62,60,21.5
CONZBRIMA1,7/26/2013,Band,2371-04351,AHY,U,U,NULL,20.35,60,53,24.7
VARLKARMA1,7/26/2013,Band,1891-11087,SY,M,CP,NULL,35.31,85,93,29.5
CONZBRIMA1,7/26/2013,Band,2561-86669,HY,U,J,NULL,32.9,85,90,29.2
CONZBRIMA1,7/26/2013,Band,2561-86671,HY,U,J,NULL,36.29,88,92,30.6
VARLKARMA1,7/26/2013,Band,1891-11084,ASY,M,CP,NULL,30.41,93,94,32.5
CONZBRIMA1,7/26/2013,Band,2561-86668,HY,U,J,NULL,38.38,88,96,32.3
CONZBRIMA1,7/26/2013,Band,2561-86670,HY,U,J,NULL,37.55,92,94,32
VARLKARMA1,7/26/2013,Band,1891-11086,AHY,F,BP,NULL,41.34,94,90,28.4
CONZBRIMA1,7/26/2013,Band,2561-86667,AHY,M,CP,NULL,41.92,91,103,27.8
VARLKARMA1,7/26/2013,Band,1891-11085,AHY,M,CP,NULL,48.83,93,100,26.8
WARRPAIMA1,7/27/2013,Band,2660-85451,HY,U,J,NULL,10.69,62,60,19.2
WARRPAIMA1,7/27/2013,Band,2660-85453,AHY,U,U,NULL,11.55,67,66,19.4
WARRPAIMA1,7/27/2013,Band,2660-85452,AHY,U,U,NULL,11.57,64,63,19.3
WARRPAIMA1,7/27/2013,Band,2371-04352,ASY,M,CP,NULL,20.58,60,54,24.6
WARRPAIMA1,7/27/2013,Band,2561-86673,SY,F,BP,NULL,30.5,87,92,33.79
WARRPAIMA1,7/27/2013,Band,2561-86672,SY,M,CP,NULL,36.72,89,102,31.7
WARRPAIMA1,7/27/2013,Band,2660-85450,AHY,M,CP,NULL,10.59,48,44,19.1
KAPLRACMA1,7/28/2013,Band,1212-11444,SY,F,BP,NULL,49.49,107,115,36.4
KAPLRACMA1,7/28/2013,Band,1212-11443,ASY,M,CP,NULL,53.4,113,115,37.4
PIEPSUSMA1,7/29/2013,Band,1212-11445,ASY,F,BP,NULL,74,125,102,37.5
REIDLOLMA1,7/29/2013,Band,2660-85454,HY,U,J,NULL,9.97,62,62,17.7
REIDLOLMA1,7/29/2013,Band,2660-85455,AHY,M,CP,NULL,11.21,64,62.5,17.8
REIDLOLMA1,7/29/2013,Band,2371-04353,SY,M,CP,NULL,21.78,61,50,24.2
REIDLOLMA1,7/29/2013,Band,2371-04354,AHY,M,CP,NULL,19.91,59,49,25.4
PIEPSUSMA1,7/29/2013,Band,1891-11091,SY,M,CP,NULL,NULL,86,94,31.8
REIDLOLMA1,7/29/2013,Band,2561-86674,SY,M,CP,NULL,34.45,87,95,31
PIEPSUSMA1,7/29/2013,Band,1891-11089,HY,U,J,NULL,44.65,87,92,27.9
PIEPSUSMA1,7/29/2013,Band,1891-11088,HY,U,J,NULL,38.34,88,99,25.7
PARKFORMA1,7/30/2013,Band,1212-52858,SY,F,BP,NULL,76.5,123,94,36.3
PARKFORMA1,7/30/2013,Band,2540-94536,AHY,F,BP,NULL,10.03,62,58,20
PARKFORMA1,7/30/2013,Band,2660-85456,HY,U,J,NULL,11.32,66,64,NULL
PARKFORMA1,7/30/2013,Band,2291-44274,ASY,M,CP,NULL,21.93,61,64,25.5
PARKFORMA1,7/30/2013,Band,2371-04355,SY,M,CP,NULL,21.16,65,66,24.2
ROCHJPMA1,7/31/2013,Band,2540-94537,AHY,U,U,NULL,11.34,66,64,18.6
ROCHJPMA1,7/31/2013,Band,2540-94538,SY,U,U,NULL,11.35,66,66,19.9
ROCHJPMA1,7/31/2013,Band,1891-11092,AHY,M,CP,NULL,42.35,95,98,27.9
MIRKJOEMA1,7/31/2013,Band,2660-85460,HY,U,J,NULL,11.67,66,63,19.5
MIRKJOEMA1,7/31/2013,Band,2660-85459,AHY,U,U,NULL,11.76,62,63,19.2
MIRKJOEMA1,7/31/2013,Band,2371-04357,SY,M,CP,NULL,21.96,58.5,50,24.6
MIRKJOEMA1,7/31/2013,Band,2561-86676,SY,M,CP,NULL,37.68,89,95,30.9
MIRKJOEMA1,7/31/2013,Band,2561-86675,AHY,M,CP,NULL,35.89,88,96,30
MIRKJOEMA1,7/31/2013,Band,2660-85457,AHY,M,CP,NULL,9.73,48,43,19.3
MIRKJOEMA1,7/31/2013,Band,2660-85458,AHY,F,BP,NULL,10.82,48,41,18.7
MIRKJOEMA1,7/31/2013,Band,2371-04356,SY,M,CP,NULL,21.17,64,68,23.5
LERMSUSMA1,8/4/2013,Band,2561-86688,ASY,F,BP,NULL,34.89,88,88,28.5
LERMSUSMA1,8/4/2013,Band,2561-86689,AHY,F,BP,NULL,41.34,86,97,25.9
SPRIYMCMA1,8/5/2013,Band,2660-85461,AHY,M,CP,NULL,11.32,65,67,18
SPRIYMCMA1,8/5/2013,Band,2371-04359,SY,M,CP,NULL,19.22,59,51,21
SPRIYMCMA1,8/5/2013,Band,2371-04358,SY,F,BP,NULL,17.63,57,48,21.3
LERMSUSMA1,5/13/2014,Band,2720-99601,ASY,M,CP,NULL,12.13,65,60,19.3
LERMSUSMA1,5/13/2014,Band,2641-85399,ASY,M,CP,NULL,35.34,89,85,27.7
LERMSUSMA1,5/13/2014,Band,2571-83107,AHY,F,BP,NULL,24.1,62,60,21.1
LERMSUSMA1,5/15/2014,Band,2720-99602,AHY,M,CP,NULL,11.58,64,62,17.8
LERMSUSMA1,5/15/2014,Band,2720-99603,ASY,F,BP,NULL,12.05,58,55,16.9
LERMSUSMA1,5/15/2014,Recap,2531-91183,ASY,M,CP,NULL,35.16,89,91,28.3
BULLTHOMA1,5/19/2014,Band,1352-63501,SY,F,BP,NULL,104.79,127,94,38.2
LERMSUSMA1,5/20/2014,Band,2720-99604,SY,F,BP,NULL,19.12,82,67,16.3
LERMSUSMA1,5/20/2014,Band,2641-85601,ASY,M,CP,NULL,35.59,85,91,28.5
LERMSUSMA1,5/20/2014,Band,2691-06102,AHY,M,CP,NULL,21.84,67,70,22
LERMSUSMA1,5/20/2014,Band,2691-06101,AHY,F,BP,NULL,23.67,65,64,21.6
JONEJULMA1,5/21/2014,Band,2720-99501,ASY,M,CP,NULL,10.84,62,61,16.2
JONEJULMA1,5/21/2014,Recap,1891-11063,ASY,M,CP,NULL,34.07,90,95,27.7
JONEJULMA1,5/21/2014,Band,2641-85602,ASY,M,CP,NULL,38.79,95,102,28.2
JONEJULMA1,5/21/2014,Band,2571-83108,SY,M,CP,NULL,35.52,90,95,28.8
JONEJULMA1,5/21/2014,Band,2641-85400,AHY,M,CP,NULL,48.37,92,99,25.7
JONEJULMA1,5/21/2014,Band,2571-83109,AHY,M,CP,NULL,22.65,65,69,21.8
ATHEJIMMA1,5/22/2014,Band,1352-63502,SY,M,CP,NULL,74.77,125,99,35.3
ATHEJIMMA1,5/22/2014,Band,1352-63503,SY,F,BP,NULL,79.5,125,96,33.1
ATHEJIMMA1,5/22/2014,Band,2720-99502,ASY,M,CP,NULL,11.56,65,63,16.5
ATHEJIMMA1,5/22/2014,Band,2651-17001,SY,M,CP,NULL,35.55,88,92,27.4
ATHEJIMMA1,5/22/2014,Band,2720-99605,ASY,M,CP,NULL,10.53,49,45,16.9
ATHEJIMMA1,5/22/2014,Band,1352-63504,AHY,M,BP,NULL,NULL,128,80,NULL
ATHEJIMMA1,5/22/2014,Band,2691-86601,AHY,F,BP,NULL,19.28,60,62,21
LAPPHENMA1,5/23/2014,Band,2720-99504,SY,F,BP,NULL,11.65,62,59,16.5
LAPPHENMA1,5/23/2014,Band,2691-86602,SY,M,CP,NULL,21.76,61,50,22.9
LAPPHENMA1,5/23/2014,Band,2651-17004,ASY,M,CP,NULL,34.05,93,99,29.2
LAPPHENMA1,5/23/2014,Band,2651-17003,ASY,M,CP,NULL,37.54,90,97,27.8
LAPPHENMA1,5/23/2014,Band,2651-17002,SY,U,U,NULL,47.16,89,91,28.6
LAPPHENMA1,5/23/2014,Band,2720-99503,ASY,M,CP,NULL,11.05,48,43,17
LAPPHENMA1,5/23/2014,Band,1352-63505,AHY,M,CP,NULL,52.91,116,118,32.1
LAPPHENMA1,5/23/2014,Band,2691-86603,AHY,M,CP,NULL,21.83,65,62,21.9
MERIMARMA1,5/24/2014,Band,1352-63506,ASY,M,CP,NULL,75.87,127,101,32.8
MERIMARMA1,5/24/2014,Band,1352-63507,ASY,F,BP,NULL,93.3,124,94,34.7
MERIMARMA1,5/24/2014,Recap,2690-87789,ASY,M,CP,NULL,11.17,67,63,16.9
MERIMARMA1,5/24/2014,Band,2720-99505,AHY,M,CP,NULL,12.49,69,64,18.3
MERIMARMA1,5/24/2014,Band,2641-85603,ASY,F,BP,NULL,41.96,95,95,28.4
PIEPSUSMA1,5/27/2014,Band,1212-36682,SY,M,CP,NULL,75.76,125,93,32.8
PIEPSUSMA1,5/27/2014,Band,1212-36680,SY,F,BP,NULL,74.49,121,92,33
PIEPSUSMA1,5/27/2014,Band,1212-36681,SY,F,BP,NULL,70.52,121,88,31.2
PIEPSUSMA1,5/27/2014,Band,2730-27502,SY,M,CP,NULL,11.21,63,61,17.2
PIEPSUSMA1,5/27/2014,Band,2651-17103,SY,M,CP,NULL,35.05,85,86,27.7
PIEPSUSMA1,5/27/2014,Band,2651-17102,SY,M,CP,NULL,37.27,88,84,27.3
PIEPSUSMA1,5/27/2014,Band,2651-17101,SY,M,CP,NULL,36.93,87,90,26.5
PIEPSUSMA1,5/27/2014,Band,2730-27501,ASY,F,BP,NULL,12.54,49,41,16.2
PIEPSUSMA1,5/27/2014,Band,2371-04360,AHY,M,CP,NULL,20.15,62,62,22.6
PIEPSUSMA1,5/27/2014,Band,2371-04361,AHY,M,CP,NULL,21.83,64,66,21.4
HALALEEMA1,5/28/2014,Band,1212-36683,SY,M,CP,NULL,74.24,121,91,33.9
HALALEEMA1,5/28/2014,Band,2730-27504,SY,M,CP,NULL,11.54,66,63,17.3
HALALEEMA1,5/28/2014,Band,2730-27503,SY,M,CP,NULL,11.04,67,63,15.5
HALALEEMA1,5/28/2014,Band,2651-17104,AHY,F,BP,NULL,42.58,93,99,23.7
HALALEEMA1,5/28/2014,Band,2651-17105,AHY,M,CP,NULL,39.24,95,105,24.3
HALALEEMA1,5/28/2014,Band,2371-04362,AHY,M,CP,NULL,21.88,65,70,21.1
FAERHOWMA1,5/29/2014,Band,2730-27505,SY,M,CP,NULL,11.43,65,62,17.2
FAERHOWMA1,5/29/2014,Band,2730-27506,SY,M,CP,NULL,11.95,61,60,16.8
FAERHOWMA1,5/29/2014,Band,2651-17109,ASY,M,CP,NULL,36.61,91,96,27
FAERHOWMA1,5/29/2014,Band,2651-17108,ASY,M,CP,NULL,37.62,91,95,28.6
FAERHOWMA1,5/29/2014,Band,2651-17107,ASY,F,BP,NULL,40.78,97,99,28.5
FAERHOWMA1,5/29/2014,Band,2651-17106,AHY,M,CP,NULL,45.67,95,97,21.9
FAERHOWMA1,5/29/2014,Band,1212-36684,AHY,F,BP,NULL,66.1,130,79,20.6
FAERHOWMA1,5/29/2014,Band,2371-04366,AHY,M,CP,NULL,22.17,65,64,21.9
FAERHOWMA1,5/29/2014,Band,2371-04364,AHY,M,CP,NULL,21.19,65,65,22.1
FAERHOWMA1,5/29/2014,Band,2371-04363,AHY,F,BP,NULL,21.86,62,62,20.5
FAERHOWMA1,5/29/2014,Band,2371-04365,AHY,M,CP,NULL,20.67,63,63,21.6
DAVIJUDMA1,5/30/2014,Band,2730-27507,SY,M,CP,NULL,11.04,65,62,16.5
DAVIJUDMA1,5/30/2014,Band,2730-27508,SY,M,CP,NULL,11.35,65,61,16.8
DAVIJUDMA1,5/30/2014,Band,2651-17110,AHY,F,BP,NULL,47.59,89,99,23.6
JAKUSTEMA1,5/31/2014,Band,1352-63508,SY,M,CP,NULL,81.19,122,94,32.2
JAKUSTEMA1,5/31/2014,Band,2720-99508,SY,M,CP,NULL,12.03,64,58,16.6
JAKUSTEMA1,5/31/2014,Band,2720-99509,AHY,M,CP,NULL,11.33,65,61,16.5
JAKUSTEMA1,5/31/2014,Band,2691-06103,ASY,M,CP,NULL,21.06,60,48,21.1
JAKUSTEMA1,5/31/2014,Band,2641-85605,ASY,M,CP,NULL,33.54,86,88,27.7
JAKUSTEMA1,5/31/2014,Band,2641-85604,ASY,M,CP,NULL,36.78,93,99,28.4
JAKUSTEMA1,5/31/2014,Band,2720-99507,AHY,F,BP,NULL,12.72,50,42,15.3
JAKUSTEMA1,5/31/2014,Band,2720-99506,AHY,M,CP,NULL,10.5,48,43,15.8
JAKUSTEMA1,5/31/2014,Band,2641-85607,AHY,F,BP,NULL,41.06,89,97,24.5
JAKUSTEMA1,5/31/2014,Band,2641-85606,AHY,M,CP,NULL,47.07,90,97,23.8
JAKUSTEMA1,5/31/2014,Band,2691-06104,AHY,M,CP,NULL,23.34,68,63,21.3
BODKANNMA1,6/1/2014,Recap,2690-87771,AHY,M,CP,NULL,12.36,65,63,17.5
BODKANNMA1,6/1/2014,Band,2720-99512,ASY,M,CP,NULL,11.72,61,60,16.3
BODKANNMA1,6/1/2014,Band,2720-99511,ASY,M,CP,NULL,11.37,64,61,17
BODKANNMA1,6/1/2014,Band,2720-99510,ASY,M,CP,NULL,11.91,67,63,16.8
ROSEJOSMA1,6/1/2014,Band,2371-04368,ASY,F,BP,NULL,21.94,60,51,22.6
ROSEJOSMA1,6/1/2014,Band,2371-04367,HY,U,J,NULL,19.87,60,49,21.9
BODKANNMA1,6/1/2014,Band,2641-85608,ASY,M,CP,NULL,38.2,89,91,26.6
ROSEJOSMA1,6/1/2014,Band,2651-17111,ASY,M,CP,NULL,36.25,88,93,28
ROSEJOSMA1,6/1/2014,Band,2651-17112,ASY,F,BP,NULL,45.01,87,94,27.1
BODKANNMA1,6/1/2014,Band,2691-06105,AHY,F,BP,NULL,23.74,61,64,19.9
BODKANNMA1,6/1/2014,Band,2691-06106,AHY,M,CP,NULL,NULL,64,66,22.3
FORDSUSMA1,6/2/2014,Band,2730-27510,SY,M,CP,NULL,12.19,65,63,17.4
FORDSUSMA1,6/2/2014,Band,2730-27509,AHY,M,CP,NULL,11.08,63,60,17.1
FORDSUSMA1,6/2/2014,Band,2651-17113,AHY,M,CP,NULL,39.04,90,97,29.45
FORDSUSMA1,6/2/2014,Recap,2690-87760,ASY,M,CP,NULL,10.64,50,45,17.9
CALVCARMA1,6/2/2014,Band,2691-06107,AHY,M,CP,NULL,21.85,63,61,22.1
HAZZANNMA1,6/3/2014,Band,2720-99514,ASY,M,CP,NULL,11.56,64,63,17.2
HAZZANNMA1,6/3/2014,Band,2720-99513,ASY,M,CP,NULL,11.29,65,62,16.2
HAZZANNMA1,6/3/2014,Band,2641-85609,AHY,F,BP,NULL,42.8,89,99,22
VEARRICMA1,6/4/2014,Band,1212-36685,SY,M,CP,NULL,70.28,126,94,34.3
VEARRICMA1,6/4/2014,Band,2371-04369,AHY,F,BP,NULL,23.7,63,67,21.4
VEARRICMA1,6/4/2014,Band,2371-04371,HY,U,J,NULL,20.92,64,55,22.2
VEARRICMA1,6/4/2014,Band,2371-04372,HY,U,J,NULL,21.19,64,53,20.4
VEARRICMA1,6/4/2014,Band,2371-04370,AHY,M,CP,NULL,18.97,63,62,21.4
CANNANNMA1,6/6/2014,Band,1352-63509,SY,M,CP,NA,77.31,131,101,NA
CANNANNMA1,6/6/2014,Band,1352-63510,ASY,F,BP,NA,78.64,122,94,32.9
CANNANNMA1,6/6/2014,Band,2641-85613,AHY,M,CP,NA,32.58,84,89,26.9
CANNANNMA1,6/6/2014,Band,2641-85612,SY,F,BP,NA,42.12,87,88,27.7
CANNANNMA1,6/6/2014,Band,2641-85611,ASY,M,CP,NA,35.95,89,90,28.1
CANNANNMA1,6/6/2014,Band,2641-85610,SY,F,BP,NA,39.62,82,89,27.45
CANNANNMA1,6/6/2014,Band,2720-99516,ASY,M,CP,NA,11.49,48,40,16
CANNANNMA1,6/6/2014,Band,2720-99515,AHY,M,CP,NA,10.44,49,41,17.2
CANNANNMA1,6/6/2014,Band,2691-06108,AHY,M,CP,NA,21.73,64,63,22.2
SLONSUSMA1,6/7/2014,Band,2730-27511,AHY,M,CP,NULL,11.43,65,64,17.7
SLONSUSMA1,6/7/2014,Band,2371-04373,AHY,M,CP,NULL,23.41,61,50,23.2
SLONSUSMA1,6/7/2014,Band,2651-17116,AHY,M,CP,NULL,NULL,89,96,28
SLONSUSMA1,6/7/2014,Band,2651-17115,ASY,M,CP,NULL,36.76,87,90,28.4
SLONSUSMA1,6/7/2014,Band,2651-17114,AHY,F,BP,NULL,33.56,88,90,24.8
SURNSANMA1,6/7/2014,Band,2720-99517,SY,M,CP,NULL,12.4,65,61,17
SURNSANMA1,6/7/2014,Band,2720-99518,ASY,M,CP,NULL,10.97,64,59,17.1
SURNSANMA1,6/7/2014,Band,2641-85614,SY,M,CP,NULL,34.52,87,86,27.7
SURNSANMA1,6/7/2014,Band,2641-85615,AHY,M,CP,NULL,35.06,84,91,26.4
SURNSANMA1,6/7/2014,Band,2641-85616,AHY,F,BP,NULL,49.34,90,98,25.7
SURNSANMA1,6/7/2014,Band,2691-06109,AHY,M,CP,NULL,20.13,65,67,20.5
SURNSANMA1,6/7/2014,Band,2691-06110,AHY,F,BP,NULL,23.84,60,62,20.8
KAPLRACMA1,6/8/2014,Band,1352-63511,SY,M,CP,NULL,74.35,102,103,34
BLONDAVMA1,6/9/2014,Band,1212-52860,SY,F,BP,NULL,82.97,123,94,32
BLONDAVMA1,6/9/2014,Band,2730-27512,SY,M,CP,NULL,11.63,63,60,17
BLONDAVMA1,6/9/2014,Band,1212-52859,AHY,M,CP,NULL,51.96,112,116,35.5
HIGGBETMA1,6/10/2014,Band,1212-52862,SY,M,CP,NULL,72.67,128,99,32.7
HIGGBETMA1,6/10/2014,Band,2651-17119,AHY,M,CP,NULL,34.68,89,93,27.9
HIGGBETMA1,6/10/2014,Band,2651-17117,AHY,M,CP,NULL,35.45,91,96,28.1
LAMBJANMA1,6/10/2014,Band,2720-99519,ASY,F,BP,NULL,12.2,47,40,17.2
LAMBJANMA1,6/10/2014,Recap,2690-87775,ASY,M,U,NULL,NULL,NULL,NULL,NULL
HIGGBETMA1,6/10/2014,Band,2651-17118,HY,U,J,NULL,40.18,85,86,23.7
LAMBJANMA1,6/10/2014,Band,2691-06111,AHY,M,CP,NULL,21.91,64,65,21.3
SINIKRIMA1,6/11/2014,Band,1212-52865,AHY,M,CP,NULL,71.43,128,95,33.5
SINIKRIMA1,6/11/2014,Band,1212-52866,ASY,M,CP,NULL,78.24,128,101,33.9
SINIKRIMA1,6/11/2014,Band,1212-52864,SY,M,CP,NULL,81.22,132,100,36.1
CLARBRYMA1,6/11/2014,Recap,2690-87917,ASY,M,CP,NULL,11.62,67,62,16.5
CLARBRYMA1,6/11/2014,Band,2720-99521,ASY,F,BP,NULL,11.05,62,57,16.9
SINIKRIMA1,6/11/2014,Band,2730-27513,ASY,M,CP,NULL,11.08,66,65,16.2
SINIKRIMA1,6/11/2014,Recap,2690-87732,ASY,M,CP/BP,NULL,11.8,66,61,17.35
CLARBRYMA1,6/11/2014,Band,2691-06112,ASY,M,CP,NULL,22.82,61,49,22.4
CLARBRYMA1,6/11/2014,Band,2641-85617,ASY,M,CP,NULL,34.52,91,100,27.7
